year,mgra_15,MoHub_carshare_flag,univ_flag,MLB_flag
2035,2761,1,0,0
2035,1708,1,0,0
2035,3713,1,0,0
2035,1455,1,0,0
2035,5779,1,0,0
2035,2833,1,0,0
2035,8670,1,0,0
2035,2349,1,0,0
2035,1690,1,0,0
2035,7732,1,0,0
2035,6127,1,0,0
2035,2726,1,0,0
2035,7987,1,0,0
2035,10497,1,0,0
2035,7197,1,0,0
2035,6146,1,0,0
2035,4075,1,0,0
2035,66,1,0,0
2035,5528,1,0,0
2035,7084,1,0,0
2035,457,1,0,0
2035,921,1,0,0
2035,1238,1,0,0
2035,2362,1,0,0
2035,1006,1,0,0
2035,6037,1,0,0
2035,575,1,0,0
2035,1916,1,0,0
2035,5435,1,0,0
2035,10724,1,0,0
2035,10723,1,0,0
2035,8770,1,0,0
2035,7290,1,0,0
2035,282,1,0,0
2035,1552,1,0,0
2035,8041,1,0,0
2035,97,1,0,0
2035,1931,1,0,0
2035,4076,1,0,0
2035,6160,1,0,0
2035,6091,1,0,0
2035,4078,1,0,0
2035,10500,1,0,0
2035,4077,1,0,0
2035,2157,1,0,0
2035,475,1,0,0
2035,2917,1,0,0
2035,1057,1,0,0
2035,7699,1,0,0
2035,7746,1,0,0
2035,7664,1,0,0
2035,2916,1,0,0
2035,1183,1,0,0
2035,5873,1,0,0
2035,2133,1,0,0
2035,2030,1,0,0
2035,1292,1,0,0
2035,1386,1,0,0
2035,2383,1,0,0
2035,2885,1,0,0
2035,4940,1,0,0
2035,3558,1,0,0
2035,2767,1,0,0
2035,7210,1,0,0
2035,3373,1,0,0
2035,5001,1,0,0
2035,2498,1,0,0
2035,2663,1,0,0
2035,1982,1,0,0
2035,10717,1,0,0
2035,1881,1,0,0
2035,1081,1,0,0
2035,3390,1,0,0
2035,10718,1,0,0
2035,1541,1,0,0
2035,1709,1,0,0
2035,6794,1,0,0
2035,5130,1,0,0
2035,8252,1,0,0
2035,362,1,0,0
2035,6745,1,0,0
2035,2749,1,0,0
2035,3351,1,0,0
2035,7186,1,0,0
2035,4070,1,0,0
2035,1291,1,0,0
2035,931,1,0,0
2035,863,1,0,0
2035,2490,1,0,0
2035,4071,1,0,0
2035,6343,1,0,0
2035,7701,1,0,0
2035,190,1,0,0
2035,1579,1,0,0
2035,2884,1,0,0
2035,1902,1,0,0
2035,1634,1,0,0
2035,374,1,0,0
2035,1172,1,0,0
2035,435,1,0,0
2035,456,1,0,0
2035,1969,1,0,0
2035,1120,1,0,0
2035,1873,1,0,0
2035,1002,1,0,0
2035,2773,1,0,0
2035,1236,1,0,0
2035,2820,1,0,0
2035,10560,1,0,0
2035,7500,1,0,0
2035,4119,1,0,0
2035,3226,1,0,0
2035,2211,1,0,0
2035,392,1,0,0
2035,2720,1,0,0
2035,6944,1,0,0
2035,1466,1,0,0
2035,518,1,0,0
2035,10714,1,0,0
2035,4186,1,0,0
2035,4188,1,0,0
2035,4189,1,0,0
2035,4187,1,0,0
2035,10715,1,0,0
2035,2665,1,0,0
2035,2300,1,0,0
2035,1401,1,0,0
2035,4196,1,0,0
2035,3615,1,0,0
2035,1851,1,0,0
2035,5031,1,0,0
2035,231,1,0,0
2035,2819,1,0,0
2035,5877,1,0,0
2035,687,1,0,0
2035,3556,1,0,0
2035,3033,1,0,0
2035,10720,1,0,0
2035,1235,1,0,0
2035,833,1,0,0
2035,7777,1,0,0
2035,993,1,0,0
2035,4195,1,0,0
2035,947,1,0,0
2035,721,1,0,0
2035,4191,1,0,0
2035,1933,1,0,0
2035,4192,1,0,0
2035,853,1,0,0
2035,6435,1,0,0
2035,137,1,0,0
2035,1850,1,0,0
2035,2839,1,0,0
2035,8156,1,0,0
2035,4079,1,0,0
2035,47,1,0,0
2035,7525,1,0,0
2035,3894,1,0,0
2035,10124,1,0,0
2035,7541,1,0,0
2035,5068,1,0,0
2035,3084,1,0,0
2035,8511,1,0,0
2035,8542,1,0,0
2035,10502,1,0,0
2035,4116,1,0,0
2035,2662,1,0,0
2035,2376,1,0,0
2035,7200,1,0,0
2035,6942,1,0,0
2035,3401,1,0,0
2035,6858,1,0,0
2035,312,1,0,0
2035,2688,1,0,0
2035,7012,1,0,0
2035,888,1,0,0
2035,3582,1,0,0
2035,1149,1,0,0
2035,1867,1,0,0
2035,8080,1,0,0
2035,6050,1,0,0
2035,8540,1,0,0
2035,3891,1,0,0
2035,3607,1,0,0
2035,740,1,0,0
2035,2715,1,0,0
2035,390,1,0,0
2035,8050,1,0,0
2035,5219,1,0,0
2035,10122,1,0,0
2035,10501,1,0,0
2035,880,1,0,0
2035,1462,1,0,0
2035,3130,1,0,0
2035,2264,1,0,0
2035,881,1,0,0
2035,2079,1,0,0
2035,3238,1,0,0
2035,1516,1,0,0
2035,5333,1,0,0
2035,3676,1,0,0
2035,7982,1,0,0
2035,6904,1,0,0
2035,10687,1,0,0
2035,10688,1,0,0
2035,1912,1,0,0
2035,2237,1,0,0
2035,3362,1,0,0
2035,2604,1,0,0
2035,2207,1,0,0
2035,2893,1,0,0
2035,29,1,0,0
2035,2842,1,0,0
2035,905,1,0,0
2035,1135,1,0,0
2035,2200,1,0,0
2035,3480,1,0,0
2035,1102,1,0,0
2035,2552,1,0,0
2035,2759,1,0,0
2035,10692,1,0,0
2035,8776,1,0,0
2035,4961,1,0,0
2035,2128,1,0,0
2035,10691,1,0,0
2035,1519,1,0,0
2035,10694,1,0,0
2035,10693,1,0,0
2035,7981,1,0,0
2035,8063,1,0,0
2035,6308,1,0,0
2035,4178,1,0,0
2035,5263,1,0,0
2035,8097,1,0,0
2035,10689,1,0,0
2035,8654,1,0,0
2035,7400,1,0,0
2035,1760,1,0,0
2035,1605,1,0,0
2035,6747,1,0,0
2035,8373,1,0,0
2035,6117,1,0,0
2035,3383,1,0,0
2035,7110,1,0,0
2035,7104,1,0,0
2035,6126,1,0,0
2035,1623,1,0,0
2035,3325,1,0,0
2035,11130,1,0,0
2035,11132,1,0,0
2035,11126,1,0,0
2035,5938,1,0,0
2035,11129,1,0,0
2035,11127,1,0,0
2035,8104,1,0,0
2035,8778,1,0,0
2035,6715,1,0,0
2035,10700,1,0,0
2035,11123,1,0,0
2035,11128,1,0,0
2035,11125,1,0,0
2035,7281,1,0,0
2035,8013,1,0,0
2035,7323,1,0,0
2035,11121,1,0,0
2035,11120,1,0,0
2035,5842,1,0,0
2035,12031,1,0,0
2035,3206,1,0,0
2035,5461,1,0,0
2035,3650,1,0,0
2035,11834,1,0,0
2035,7725,1,0,0
2035,11832,1,0,0
2035,11833,1,0,0
2035,7060,1,0,0
2035,11830,1,0,0
2035,2703,1,0,0
2035,1925,1,0,0
2035,1948,1,0,0
2035,2750,1,0,0
2035,5297,1,0,0
2035,6323,1,0,0
2035,6074,1,0,0
2035,10686,1,0,0
2035,3510,1,0,0
2035,1285,1,0,0
2035,5417,1,0,0
2035,8883,1,0,0
2035,7611,1,0,0
2035,11119,1,0,0
2035,7940,1,0,0
2035,10374,1,0,0
2035,6486,1,0,0
2035,8787,1,0,0
2035,8423,1,0,0
2035,730,1,0,0
2035,3649,1,0,0
2035,6226,1,0,0
2035,11118,1,0,0
2035,1441,1,0,0
2035,541,1,0,0
2035,38,1,0,0
2035,5679,1,0,0
2035,925,1,0,0
2035,983,1,0,0
2035,6548,1,0,0
2035,212,1,0,0
2035,2557,1,0,0
2035,323,1,0,0
2035,3308,1,0,0
2035,3185,1,0,0
2035,3131,1,0,0
2035,1036,1,0,0
2035,5946,1,0,0
2035,278,1,0,0
2035,606,1,0,0
2035,1209,1,0,0
2035,6433,1,0,0
2035,2138,1,0,0
2035,1755,1,0,0
2035,1418,1,0,0
2035,3441,1,0,0
2035,426,1,0,0
2035,1970,1,0,0
2035,2722,1,0,0
2035,2160,1,0,0
2035,2562,1,0,0
2035,10375,1,0,0
2035,277,1,0,0
2035,4049,1,0,0
2035,753,1,0,0
2035,1275,1,0,0
2035,2068,1,0,0
2035,11354,1,0,0
2035,6297,1,0,0
2035,8463,1,0,0
2035,4051,1,0,0
2035,112,1,0,0
2035,4050,1,0,0
2035,4052,1,0,0
2035,1697,1,0,0
2035,2704,1,0,0
2035,1919,1,0,0
2035,6868,1,0,0
2035,561,1,0,0
2035,10376,1,0,0
2035,2014,1,0,0
2035,7834,1,0,0
2035,454,1,0,0
2035,664,1,0,0
2035,10377,1,0,0
2035,4053,1,0,0
2035,1286,1,0,0
2035,402,1,0,0
2035,3898,1,0,0
2035,3896,1,0,0
2035,3902,1,0,0
2035,2450,1,0,0
2035,6742,1,0,0
2035,618,1,0,0
2035,9028,1,0,0
2035,4046,1,0,0
2035,5970,1,0,0
2035,8651,1,0,0
2035,4047,1,0,0
2035,3547,1,0,0
2035,4048,1,0,0
2035,10129,1,0,0
2035,814,1,0,0
2035,3905,1,0,0
2035,3906,1,0,0
2035,1344,1,0,0
2035,3907,1,0,0
2035,3904,1,0,0
2035,10128,1,0,0
2035,8160,1,0,0
2035,3909,1,0,0
2035,6485,1,0,0
2035,8603,1,0,0
2035,511,1,0,0
2035,4348,1,0,0
2035,5544,1,0,0
2035,620,1,0,0
2035,5594,1,0,0
2035,6616,1,0,0
2035,3434,1,0,0
2035,11357,1,0,0
2035,6881,1,0,0
2035,3398,1,0,0
2035,420,1,0,0
2035,5887,1,0,0
2035,948,1,0,0
2035,10379,1,0,0
2035,10378,1,0,0
2035,4080,1,0,0
2035,7303,1,0,0
2035,6055,1,0,0
2035,5600,1,0,0
2035,8340,1,0,0
2035,257,1,0,0
2035,6217,1,0,0
2035,2482,1,0,0
2035,8717,1,0,0
2035,31,1,0,0
2035,6462,1,0,0
2035,6809,1,0,0
2035,10695,1,0,0
2035,10697,1,0,0
2035,3599,1,0,0
2035,5389,1,0,0
2035,4345,1,0,0
2035,111,1,0,0
2035,1863,1,0,0
2035,1918,1,0,0
2035,1337,1,0,0
2035,5915,1,0,0
2035,3013,1,0,0
2035,10380,1,0,0
2035,5997,1,0,0
2035,7653,1,0,0
2035,2308,1,0,0
2035,8279,1,0,0
2035,1166,1,0,0
2035,1754,1,0,0
2035,1689,1,0,0
2035,864,1,0,0
2035,4054,1,0,0
2035,11023,1,0,0
2035,1395,1,0,0
2035,11022,1,0,0
2035,7391,1,0,0
2035,8296,1,0,0
2035,11020,1,0,0
2035,11026,1,0,0
2035,11028,1,0,0
2035,11029,1,0,0
2035,11024,1,0,0
2035,11025,1,0,0
2035,10698,1,0,0
2035,6712,1,0,0
2035,10699,1,0,0
2035,3196,1,0,0
2035,1772,1,0,0
2035,2098,1,0,0
2035,3324,1,0,0
2035,2962,1,0,0
2035,10503,1,0,0
2035,10504,1,0,0
2035,8754,1,0,0
2035,6000,1,0,0
2035,6432,1,0,0
2035,8077,1,0,0
2035,7378,1,0,0
2035,7422,1,0,0
2035,11037,1,0,0
2035,11035,1,0,0
2035,11042,1,0,0
2035,11033,1,0,0
2035,11044,1,0,0
2035,11043,1,0,0
2035,11034,1,0,0
2035,11041,1,0,0
2035,5069,1,0,0
2035,4286,1,0,0
2035,11030,1,0,0
2035,11031,1,0,0
2035,11027,1,0,0
2035,11032,1,0,0
2035,508,1,0,0
2035,5073,1,0,0
2035,5203,1,0,0
2035,4081,1,0,0
2035,1529,1,0,0
2035,2772,1,0,0
2035,3495,1,0,0
2035,2721,1,0,0
2035,7160,1,0,0
2035,1892,1,0,0
2035,8716,1,0,0
2035,6510,1,0,0
2035,10381,1,0,0
2035,7230,1,0,0
2035,4351,1,0,0
2035,1798,1,0,0
2035,3494,1,0,0
2035,7354,1,0,0
2035,9007,1,0,0
2035,885,1,0,0
2035,6032,1,0,0
2035,11117,1,0,0
2035,4082,1,0,0
2035,2437,1,0,0
2035,10506,1,0,0
2035,10505,1,0,0
2035,4083,1,0,0
2035,5926,1,0,0
2035,11112,1,0,0
2035,3674,1,0,0
2035,11113,1,0,0
2035,5416,1,0,0
2035,11111,1,0,0
2035,11110,1,0,0
2035,8965,1,0,0
2035,11115,1,0,0
2035,11116,1,0,0
2035,11109,1,0,0
2035,4295,1,0,0
2035,7141,1,0,0
2035,11114,1,0,0
2035,6306,1,0,0
2035,8814,1,0,0
2035,11106,1,0,0
2035,11108,1,0,0
2035,11104,1,0,0
2035,11105,1,0,0
2035,5688,1,0,0
2035,11103,1,0,0
2035,5671,1,0,0
2035,3913,1,0,0
2035,2949,1,0,0
2035,5055,1,0,0
2035,3911,1,0,0
2035,660,1,0,0
2035,2501,1,0,0
2035,3912,1,0,0
2035,1323,1,0,0
2035,3915,1,0,0
2035,1346,1,0,0
2035,3215,1,0,0
2035,1954,1,0,0
2035,1085,1,0,0
2035,667,1,0,0
2035,1375,1,0,0
2035,1687,1,0,0
2035,7017,1,0,0
2035,10382,1,0,0
2035,11814,1,0,0
2035,8269,1,0,0
2035,1479,1,0,0
2035,11807,1,0,0
2035,11806,1,0,0
2035,5314,1,0,0
2035,4055,1,0,0
2035,2693,1,0,0
2035,3711,1,0,0
2035,10383,1,0,0
2035,8103,1,0,0
2035,2159,1,0,0
2035,7468,1,0,0
2035,6400,1,0,0
2035,6694,1,0,0
2035,11805,1,0,0
2035,11803,1,0,0
2035,11801,1,0,0
2035,11804,1,0,0
2035,11802,1,0,0
2035,11800,1,0,0
2035,5195,1,0,0
2035,9021,1,0,0
2035,11799,1,0,0
2035,11798,1,0,0
2035,11795,1,0,0
2035,11796,1,0,0
2035,7251,1,0,0
2035,3044,1,0,0
2035,11945,1,0,0
2035,11946,1,0,0
2035,11944,1,0,0
2035,7752,1,0,0
2035,6572,1,0,0
2035,1263,1,0,0
2035,10499,1,0,0
2035,8046,1,0,0
2035,11943,1,0,0
2035,7945,1,0,0
2035,11942,1,0,0
2035,4472,1,0,0
2035,8454,0,1,0
2035,6692,1,0,0
2035,1699,1,0,0
2035,1580,1,0,0
2035,10126,1,0,0
2035,3899,1,0,0
2035,3900,1,0,0
2035,3897,1,0,0
2035,5983,1,0,0
2035,119,1,0,0
2035,5606,1,0,0
2035,62,1,0,0
2035,8774,1,0,0
2035,12035,1,0,0
2035,12034,1,0,0
2035,12033,1,0,0
2035,7259,1,0,0
2035,2108,1,0,0
2035,7827,1,0,0
2035,7388,1,0,0
2035,1494,1,0,0
2035,859,1,0,0
2035,1047,1,0,0
2035,8547,1,0,0
2035,259,1,0,0
2035,2695,1,0,0
2035,3581,1,0,0
2035,2089,1,0,0
2035,258,1,0,0
2035,6581,1,0,0
2035,11096,1,0,0
2035,1030,1,0,0
2035,10773,1,0,0
2035,7222,1,0,0
2035,10772,1,0,0
2035,5649,1,0,0
2035,5296,1,0,0
2035,735,1,0,0
2035,5530,1,0,0
2035,4899,1,0,0
2035,8624,1,0,0
2035,416,1,0,0
2035,4206,1,0,0
2035,808,1,0,1
2035,6834,1,0,0
2035,7527,1,0,1
2035,4181,1,0,1
2035,7976,1,0,0
2035,5459,1,0,0
2035,11002,1,0,0
2035,6567,1,0,0
2035,11000,1,0,0
2035,11001,1,0,0
2035,2191,1,0,0
2035,3182,1,0,0
2035,2553,1,0,0
2035,5656,1,0,0
2035,3011,1,0,0
2035,448,1,0,0
2035,3360,1,0,0
2035,1921,1,0,0
2035,8089,1,0,0
2035,414,1,0,0
2035,776,1,0,0
2035,1402,1,0,0
2035,1289,1,0,0
2035,5866,1,0,0
2035,6879,1,0,0
2035,2091,1,0,0
2035,2212,1,0,0
2035,3067,1,0,0
2035,10656,1,0,0
2035,1955,1,0,0
2035,2515,1,0,0
2035,2563,1,0,0
2035,7413,1,0,0
2035,236,1,0,0
2035,952,1,0,0
2035,573,1,0,0
2035,5084,1,0,0
2035,8897,1,0,0
2035,6585,1,0,0
2035,10737,1,0,0
2035,10738,1,0,0
2035,6523,1,0,0
2035,10736,1,0,0
2035,6382,1,0,0
2035,10075,1,0,0
2035,6268,1,0,0
2035,10074,1,0,0
2035,10073,1,0,0
2035,6952,1,0,0
2035,3217,1,0,0
2035,6005,1,0,0
2035,7627,1,0,0
2035,6195,1,0,0
2035,3565,1,0,0
2035,7238,1,0,0
2035,248,1,0,0
2035,1483,1,0,0
2035,1612,1,0,0
2035,1783,1,0,0
2035,5734,1,0,0
2035,6378,1,0,0
2035,5859,1,0,0
2035,11003,1,0,0
2035,2397,1,0,0
2035,3566,1,0,0
2035,3418,1,0,0
2035,356,1,0,0
2035,1930,1,0,0
2035,1665,1,0,0
2035,3385,1,0,0
2035,1984,1,0,0
2035,1883,1,0,0
2035,144,1,0,0
2035,874,1,0,0
2035,8610,1,0,0
2035,840,1,0,0
2035,299,1,0,0
2035,583,1,0,0
2035,3620,1,0,0
2035,3636,1,0,0
2035,2292,1,0,0
2035,1512,1,0,0
2035,3269,1,0,0
2035,1484,1,0,0
2035,3275,1,0,0
2035,3624,1,0,0
2035,648,1,0,0
2035,3516,1,0,0
2035,3263,1,0,0
2035,2583,1,0,0
2035,1610,1,0,0
2035,8049,1,0,0
2035,8031,1,0,0
2035,2732,1,0,0
2035,7613,1,0,0
2035,2486,1,0,0
2035,10732,1,0,0
2035,5397,1,0,0
2035,10733,1,0,0
2035,5883,1,0,0
2035,4971,1,0,0
2035,10735,1,0,0
2035,4204,1,0,0
2035,2293,1,0,0
2035,737,1,0,0
2035,1738,1,0,0
2035,1463,1,0,0
2035,1093,1,0,0
2035,2339,1,0,0
2035,4990,1,0,0
2035,1692,1,0,0
2035,5052,1,0,0
2035,3573,1,0,0
2035,3635,1,0,0
2035,8143,1,0,0
2035,250,1,0,0
2035,1414,1,0,0
2035,7523,1,0,0
2035,11011,1,0,0
2035,11010,1,0,0
2035,11009,1,0,0
2035,11008,1,0,0
2035,6704,1,0,0
2035,7718,1,0,0
2035,5377,1,0,0
2035,3476,1,0,0
2035,319,1,0,0
2035,2129,1,0,0
2035,11013,1,0,0
2035,11012,1,0,0
2035,10556,1,0,0
2035,11014,1,0,0
2035,7063,1,0,0
2035,8880,1,0,0
2035,9070,1,0,0
2035,9071,1,0,0
2035,9072,1,0,0
2035,3756,1,0,0
2035,5091,1,0,0
2035,10557,1,0,0
2035,5521,1,0,0
2035,9073,1,0,0
2035,9074,1,0,0
2035,10555,1,0,0
2035,8316,1,0,0
2035,2840,1,0,0
2035,3541,1,0,0
2035,5668,1,0,0
2035,752,1,0,0
2035,6436,1,0,0
2035,4947,1,0,0
2035,2829,1,0,0
2035,6566,1,0,0
2035,4285,1,0,0
2035,3762,1,0,0
2035,5998,1,0,0
2035,9076,1,0,0
2035,9075,1,0,0
2035,3761,1,0,0
2035,550,1,0,0
2035,8500,1,0,0
2035,10554,1,0,0
2035,994,1,0,0
2035,4931,1,0,0
2035,3379,1,0,0
2035,3517,1,0,0
2035,576,1,0,0
2035,3660,1,0,0
2035,7503,1,0,0
2035,2069,1,0,0
2035,451,1,0,0
2035,742,1,0,0
2035,3764,1,0,0
2035,8183,1,0,0
2035,4118,1,0,0
2035,8652,1,0,0
2035,3758,1,0,0
2035,3759,1,0,0
2035,3428,1,0,0
2035,10558,1,0,0
2035,3295,1,0,0
2035,1963,1,0,0
2035,2101,1,0,0
2035,1826,1,0,0
2035,542,1,0,0
2035,2206,1,0,0
2035,997,1,0,0
2035,2385,1,0,0
