mgra,taz,msa
6109,1640,1
6110,3348,0
6111,2269,1
6112,848,1
6113,769,1
6114,638,0
6115,737,0
6116,2747,1
6117,2600,0
6118,2509,0
6119,4013,2
6120,2900,0
6121,3574,3
6122,3190,0
6123,1993,1
6124,4022,2
6125,2575,2
6126,2596,0
6127,2203,0
6128,4333,3
6129,1823,0
6130,2923,0
6131,2633,0
6132,2457,0
6133,2722,2
6134,4220,3
6135,1131,1
6136,2300,2
6137,4007,3
6138,1423,1
6139,3587,1
6140,3574,3
6141,2235,1
6142,2769,2
6143,3932,2
6144,2921,1
6145,2548,1
6146,2203,0
6147,3565,0
6148,3796,3
6149,818,0
6150,2235,1
6151,2874,1
6152,2923,0
6153,2143,1
6154,1190,1
6155,1344,0
6156,25,4
6157,3082,2
6158,3605,0
6159,2889,2
6160,2271,0
6161,4079,3
6162,2239,1
6163,570,1
6164,343,1
6165,3372,2
6166,4429,3
6167,3712,0
6168,4110,3
6169,1093,1
6170,2220,1
6171,3435,1
6172,2306,0
6173,2113,0
6174,377,1
6175,774,1
6176,2553,1
6177,2869,0
6178,4309,3
6179,18,4
6180,3162,1
6181,939,1
6182,1568,1
6183,46,4
6184,1367,1
6185,3698,2
6186,4134,3
6187,281,4
6188,3774,0
6189,2379,1
6190,1299,1
6191,1482,1
6192,2163,1
6193,1282,1
6194,2365,2
6195,2344,0
6196,1470,0
6197,281,4
6198,2553,1
6199,108,4
6200,703,0
6201,1995,1
6202,3199,2
6203,3864,3
6204,4390,3
6205,4609,3
6206,895,0
6207,3635,3
6208,1950,0
6209,4231,3
6210,4049,3
6211,4537,3
6212,3054,2
6213,3931,3
6214,3983,3
6215,3790,3
6216,2169,0
6217,2541,0
6218,3922,3
6219,1510,1
6220,2976,1
6221,3727,3
6222,1446,1
6223,599,0
6224,3958,1
6225,4231,3
6226,2635,0
6227,28,4
6228,2354,1
6229,2802,0
6230,2802,0
6231,4402,2
6232,3268,2
6233,3151,2
6234,3325,2
6235,3142,0
6236,3902,2
6237,4471,2
6238,2889,2
6239,3706,3
6240,3673,1
6241,561,1
6242,4374,3
6243,3658,2
6244,2880,0
6245,3118,1
6246,2342,1
6247,3906,3
6248,3831,3
6249,3871,3
6250,2650,0
6251,4353,3
6252,4109,3
6253,4140,3
6254,1700,0
6255,871,0
6256,477,4
6257,705,0
6258,3645,3
6259,4341,2
6260,3859,2
6261,4443,3
6262,3865,3
6263,2888,2
6264,1257,1
6265,2981,0
6266,4360,2
6267,1602,0
6268,2302,0
6269,2880,0
6270,4145,2
6271,18,4
6272,18,4
6273,636,0
6274,3421,1
6275,1960,1
6276,4402,2
6277,1293,1
6278,2445,1
6279,1420,1
6280,4463,2
6281,316,4
6282,3632,2
6283,1654,0
6284,1311,1
6285,2197,1
6286,2532,1
6287,2691,1
6288,3247,0
6289,3637,2
6290,1413,1
6291,39,4
6292,3868,3
6293,1526,0
6294,3157,2
6295,3640,2
6296,4427,2
6297,2686,0
6298,154,4
6299,1125,1
6300,1342,1
6301,3058,0
6302,3634,0
6303,3498,2
6304,3746,3
6305,3297,2
6306,2742,0
6307,3605,0
6308,2513,0
6309,952,1
6310,1212,1
6311,3055,2
6312,4580,3
6313,3768,0
6314,1359,1
6315,155,4
6316,2759,0
6317,3157,2
6318,2682,2
6319,2626,1
6320,2540,1
6321,3249,1
6322,4337,2
6323,2612,0
6324,1917,1
6325,3357,1
6326,2173,1
6327,4194,3
6328,1637,0
6329,4013,2
6330,4367,2
6331,112,4
6332,3258,1
6333,559,1
6334,3154,0
6335,3491,2
6336,3754,3
6337,555,1
6338,4075,3
6339,1619,0
6340,572,0
6341,2337,1
6342,102,4
6343,2265,0
6344,76,4
6345,4051,3
6346,4299,2
6347,3199,2
6348,2461,1
6349,3010,0
6350,2123,1
6351,2545,1
6352,1861,1
6353,3836,0
6354,4304,2
6355,3998,3
6356,3089,2
6357,3958,1
6358,1005,0
6359,4090,2
6360,1632,1
6361,4288,2
6362,3313,0
6363,3085,2
6364,3067,0
6365,3139,0
6366,3702,2
6367,3387,0
6368,1475,0
6369,4344,3
6370,1332,1
6371,3810,1
6372,4429,3
6373,3877,3
6374,3452,2
6375,2239,1
6376,2991,1
6377,4098,3
6378,2418,0
6379,3432,0
6380,3553,0
6381,1706,0
6382,2413,0
6383,2091,1
6384,1997,1
6385,1104,0
6386,3041,1
6387,4000,3
6388,2471,2
6389,479,4
6390,1572,0
6391,3843,0
6392,4337,2
6393,4148,3
6394,4460,2
6395,3661,2
6396,3207,0
6397,3671,3
6398,1297,1
6399,3485,2
6400,2979,0
6401,600,1
6402,551,1
6403,4001,3
6404,3825,0
6405,3446,0
6406,3649,3
6407,1955,1
6408,4311,3
6409,3354,1
6410,3007,1
6411,4214,3
6412,3796,3
6413,4325,2
6414,497,1
6415,2837,1
6416,4252,3
6417,3146,2
6418,4163,3
6419,2114,0
6420,3105,1
6421,1328,1
6422,2684,0
6423,4076,3
6424,2704,0
6425,4266,3
6426,3621,3
6427,1912,0
6428,1228,0
6429,3526,2
6430,2725,2
6431,2437,1
6432,2616,0
6433,2535,0
6434,1878,0
6435,2479,0
6436,2422,0
6437,3567,2
6438,935,1
6439,3962,2
6440,3487,0
6441,2096,1
6442,1032,1
6443,3183,2
6444,4370,2
6445,1514,1
6446,1989,1
6447,3450,1
6448,4139,3
6449,2187,1
6450,1359,1
6451,1257,1
6452,2005,0
6453,53,4
6454,862,1
6455,2614,0
6456,2169,0
6457,1276,1
6458,4035,3
6459,3759,1
6460,650,0
6461,2830,1
6462,2477,0
6463,1547,1
6464,1915,1
6465,44,4
6466,1637,0
6467,3295,0
6468,4598,3
6469,3402,2
6470,859,1
6471,1632,1
6472,2443,1
6473,1594,0
6474,598,0
6475,3363,2
6476,1397,1
6477,636,0
6478,2398,1
6479,2362,1
6480,2142,0
6481,2405,1
6482,1431,0
6483,4378,3
6484,4342,2
6485,2776,0
6486,2635,0
6487,2546,1
6488,3303,1
6489,469,1
6490,4429,3
6491,3651,3
6492,4260,2
6493,3941,2
6494,2663,1
6495,2392,1
6496,2638,2
6497,3929,3
6498,3482,0
6499,3135,0
6500,877,0
6501,4394,3
6502,4137,2
6503,3684,2
6504,541,1
6505,3705,0
6506,3634,0
6507,3082,2
6508,3060,2
6509,3652,3
6510,2764,0
6511,3855,1
6512,2363,1
6513,3274,1
6514,632,0
6515,3345,0
6516,1619,0
6517,4580,3
6518,3764,0
6519,2572,0
6520,3962,3
6521,2566,1
6522,3677,1
6523,2413,0
6524,2566,1
6525,2102,1
6526,2123,1
6527,21,4
6528,79,4
6529,807,0
6530,2797,0
6531,3402,2
6532,30,4
6533,3133,1
6534,3050,0
6535,3398,2
6536,4114,3
6537,1187,1
6538,3994,3
6539,2123,1
6540,612,0
6541,4012,3
6542,4002,3
6543,1451,0
6544,3638,3
6545,1320,0
6546,1448,0
6547,2295,0
6548,2538,0
6549,4018,3
6550,4060,2
6551,2244,1
6552,4350,3
6553,2633,0
6554,2968,1
6555,3652,3
6556,3207,0
6557,2225,1
6558,3226,0
6559,3543,2
6560,1005,0
6561,1374,1
6562,2300,2
6563,1888,1
6564,4450,2
6565,1411,1
6566,2414,0
6567,2394,0
6568,3643,0
6569,3771,2
6570,3305,2
6571,889,1
6572,3002,0
6573,2697,2
6574,2740,1
6575,4021,3
6576,3448,2
6577,2863,1
6578,3772,0
6579,2876,0
6580,3020,2
6581,2701,0
6582,2583,0
6583,3477,0
6584,4203,3
6585,2404,0
6586,1498,1
6587,3603,3
6588,2102,1
6589,2160,1
6590,1547,1
6591,4047,5
6592,4060,2
6593,4201,3
6594,670,0
6595,2935,0
6596,4252,3
6597,3545,1
6598,3757,3
6599,1625,0
6600,1764,0
6601,1418,1
6602,2573,1
6603,2011,0
6604,3091,2
6605,2960,0
6606,3320,1
6607,440,4
6608,1459,1
6609,3151,2
6610,4158,3
6611,1847,0
6612,2901,0
6613,2165,0
6614,2814,1
6615,4367,2
6616,2766,0
6617,1334,1
6618,1736,1
6619,1771,0
6620,547,1
6621,3191,0
6622,3746,3
6623,3743,3
6624,3663,3
6625,1812,0
6626,2726,0
6627,4429,3
6628,2937,0
6629,3763,3
6630,1334,1
6631,39,4
6632,3195,1
6633,4567,3
6634,4407,3
6635,2915,0
6636,2102,1
6637,3446,0
6638,3666,2
6639,2818,0
6640,3382,0
6641,2400,1
6642,4176,2
6643,58,4
6644,356,1
6645,3437,2
6646,4437,2
6647,21,4
6648,2806,2
6649,4562,3
6650,2772,2
6651,3363,2
6652,561,1
6653,3682,0
6654,1997,1
6655,2469,2
6656,2341,2
6657,3747,2
6658,4376,3
6659,2293,0
6660,1472,0
6661,4027,3
6662,1446,1
6663,1504,1
6664,3977,3
6665,3322,0
6666,1511,1
6667,4463,2
6668,3482,0
6669,1841,0
6670,1764,0
6671,4071,2
6672,916,1
6673,68,4
6674,1354,1
6675,2584,0
6676,1328,1
6677,2684,0
6678,3596,2
6679,3822,2
6680,2240,1
6681,1366,1
6682,518,1
6683,4392,3
6684,4265,3
6685,3504,0
6686,1790,1
6687,3891,3
6688,3983,3
6689,2049,0
6690,1553,1
6691,3659,0
6692,2990,0
6693,3563,3
6694,2904,0
6695,3390,1
6696,3113,2
6697,3310,0
6698,1554,0
6699,3816,3
6700,1567,1
6701,2900,0
6702,1955,1
6703,679,1
6704,2419,0
6705,95,4
6706,3610,0
6707,4329,2
6708,2457,0
6709,2851,2
6710,3926,3
6711,3605,0
6712,2509,0
6713,1960,1
6714,3992,2
6715,2600,0
6716,1357,0
6717,2074,0
6718,2711,0
6719,3495,1
6720,3706,3
6721,1156,1
6722,4056,3
6723,31,4
6724,79,4
6725,655,1
6726,2029,0
6727,679,1
6728,2563,0
6729,2627,0
6730,4133,3
6731,2736,2
6732,3725,0
6733,1166,1
6734,4205,3
6735,2741,0
6736,3843,0
6737,108,4
6738,828,0
6739,2089,1
6740,1277,0
6741,1320,0
6742,2878,0
6743,3322,0
6744,4315,3
6745,2265,0
6746,4340,3
6747,2513,0
6748,3110,1
6749,1109,1
6750,1408,1
6751,4288,2
6752,2705,0
6753,2525,0
6754,4229,3
6755,4339,3
6756,439,1
6757,4209,3
6758,1228,0
6759,4075,3
6760,665,1
6761,2242,1
6762,2841,0
6763,3235,2
6764,4241,2
6765,3168,0
6766,4324,2
6767,3157,2
6768,2871,0
6769,3166,2
6770,3674,2
6771,1115,1
6772,4058,3
6773,1196,1
6774,879,0
6775,1470,0
6776,1039,1
6777,4327,2
6778,3959,2
6779,73,4
6780,4049,3
6781,2335,1
6782,2839,1
6783,4287,3
6784,3796,3
6785,4544,3
6786,3896,3
6787,1736,1
6788,4021,3
6789,522,1
6790,1759,1
6791,3801,3
6792,4653,3
6793,4105,3
6794,2308,0
6795,28,4
6796,1204,1
6797,2234,1
6798,4295,1
6799,3308,1
6800,3574,3
6801,2165,0
6802,2931,2
6803,3226,0
6804,1425,1
6805,2877,2
6806,3328,1
6807,3541,1
6808,1410,1
6809,2477,0
6810,851,0
6811,2165,0
6812,533,1
6813,2703,1
6814,2484,1
6815,3464,1
6816,2806,2
6817,2725,2
6818,3930,3
6819,830,1
6820,3486,0
6821,3639,1
6822,3970,2
6823,3069,2
6824,3067,0
6825,3763,3
6826,2230,1
6827,138,4
6828,2711,0
6829,1103,1
6830,3458,2
6831,2179,1
6832,561,1
6833,3452,2
6834,2327,0
6835,3511,2
6836,3685,1
6837,3756,2
6838,3561,2
6839,1436,1
6840,4070,2
6841,1115,1
6842,4275,3
6843,2927,0
6844,2217,1
6845,4208,3
6846,2874,1
6847,3616,3
6848,4094,3
6849,1596,1
6850,4121,2
6851,4282,3
6852,2477,0
6853,2755,1
6854,2965,2
6855,4073,3
6856,2931,2
6857,3520,0
6858,2386,0
6859,3603,3
6860,1759,1
6861,90,4
6862,4282,3
6863,2930,1
6864,2237,1
6865,2325,1
6866,4136,1
6867,2215,0
6868,2649,0
6869,3980,3
6870,3374,0
6871,2350,0
6872,3803,3
6873,3956,3
6874,4469,3
6875,3805,1
6876,3744,1
6877,603,1
6878,4282,3
6879,2280,0
6880,873,0
6881,2766,0
6882,1539,0
6883,3875,1
6884,4234,2
6885,3986,3
6886,30,4
6887,3153,0
6888,2952,2
6889,3067,0
6890,2925,2
6891,2931,2
6892,3608,0
6893,2927,2
6894,2711,0
6895,24,4
6896,3461,0
6897,1282,1
6898,3439,1
6899,3871,3
6900,1295,1
6901,3568,2
6902,4266,3
6903,2732,2
6904,2547,0
6905,4176,2
6906,4312,3
6907,2840,1
6908,3961,3
6909,4565,3
6910,4565,3
6911,24,4
6912,4258,3
6913,1359,1
6914,4250,2
6915,3777,3
6916,3842,3
6917,2788,1
6918,3550,2
6919,3219,2
6920,2915,0
6921,2070,0
6922,4148,3
6923,2283,1
6924,3922,3
6925,1185,1
6926,1991,1
6927,699,1
6928,1229,0
6929,1027,0
6930,3922,3
6931,4354,2
6932,3605,0
6933,3931,3
6934,2247,0
6935,3449,2
6936,2499,2
6937,1374,1
6938,4278,3
6939,4294,3
6940,3783,3
6941,3085,2
6942,2386,0
6943,2293,0
6944,2263,0
6945,3687,3
6946,3784,1
6947,1512,1
6948,3302,1
6949,4260,2
6950,2860,0
6951,3311,0
6952,2387,0
6953,79,4
6954,4453,3
6955,482,1
6956,3000,2
6957,2043,1
6958,1336,1
6959,2000,0
6960,1115,1
6961,3919,1
6962,1482,1
6963,2588,1
6964,2588,1
6965,2519,2
6966,4308,3
6967,3548,2
6968,4208,3
6969,2448,1
6970,4076,3
6971,3922,3
6972,1025,0
6973,1913,1
6974,3106,0
6975,3854,0
6976,4126,3
6977,3511,2
6978,2583,0
6979,3943,1
6980,2646,1
6981,497,1
6982,2438,1
6983,42,4
6984,1076,0
6985,1492,0
6986,1626,0
6987,4196,3
6988,2610,2
6989,2730,0
6990,1052,0
6991,4362,3
6992,2513,0
6993,4303,2
6994,1344,0
6995,3021,1
6996,57,4
6997,952,1
6998,3444,1
6999,3237,1
7000,2888,2
7001,3889,1
7002,1019,1
7003,4340,3
7004,48,4
7005,3560,1
7006,3247,0
7007,1354,1
7008,1622,0
7009,2350,0
7010,3144,0
7011,1645,1
7012,2476,0
7013,3319,2
7014,3207,0
7015,2982,2
7016,1594,0
7017,3049,0
7018,497,1
7019,1362,1
7020,1282,1
7021,1332,1
7022,3807,0
7023,1785,0
7024,4469,3
7025,1609,1
7026,1795,0
7027,3739,3
7028,3207,0
7029,3240,0
7030,3618,0
7031,3020,2
7032,3371,0
7033,3405,1
7034,51,4
7035,90,4
7036,4106,3
7037,4527,3
7038,2435,2
7039,3122,1
7040,3626,2
7041,3186,0
7042,2456,1
7043,157,4
7044,4273,3
7045,3394,2
7046,1508,0
7047,1873,0
7048,4102,3
7049,3864,3
7050,4235,3
7051,3461,0
7052,3641,2
7053,472,1
7054,3819,2
7055,2429,1
7056,2549,1
7057,2123,1
7058,1262,1
7059,795,0
7060,2784,0
7061,2497,0
7062,1149,1
7063,2482,0
7064,3714,3
7065,781,0
7066,2401,2
7067,3543,2
7068,2583,0
7069,2694,0
7070,3786,2
7071,4311,3
7072,2159,0
7073,1599,0
7074,1074,0
7075,177,4
7076,4512,2
7077,3632,2
7078,3618,0
7079,2411,2
7080,3268,2
7081,4253,2
7082,3374,0
7083,2565,0
7084,2208,0
7085,3972,3
7086,2497,0
7087,3760,1
7088,1086,1
7089,1560,1
7090,4390,3
7091,4131,3
7092,3066,0
7093,4416,2
7094,4373,2
7095,78,4
7096,1442,1
7097,1104,0
7098,3049,0
7099,2517,2
7100,1233,0
7101,1547,1
7102,2165,0
7103,2046,1
7104,2596,0
7105,125,4
7106,3949,2
7107,3376,1
7108,3603,3
7109,860,1
7110,2600,0
7111,3856,3
7112,3261,2
7113,4086,3
7114,1449,0
7115,3202,1
7116,3307,0
7117,2583,0
7118,1468,1
7119,2281,1
7120,3636,2
7121,1264,0
7122,2067,0
7123,2726,0
7124,3945,3
7125,3514,1
7126,4415,3
7127,3369,1
7128,3955,1
7129,1367,1
7130,129,4
7131,3447,0
7132,3892,0
7133,3788,3
7134,1349,1
7135,1883,0
7136,1829,0
7137,1595,0
7138,643,0
7139,4067,3
7140,2870,0
7141,2742,0
7142,4171,3
7143,3655,3
7144,3655,3
7145,1556,0
7146,1556,0
7147,2048,1
7148,2619,0
7149,3566,1
7150,1508,0
7151,3740,2
7152,3958,1
7153,1423,1
7154,2207,0
7155,1538,1
7156,3565,0
7157,969,0
7158,561,1
7159,553,0
7160,2764,0
7161,3686,2
7162,2560,1
7163,3357,1
7164,177,4
7165,4154,3
7166,3011,2
7167,3203,0
7168,2638,2
7169,381,1
7170,3102,1
7171,111,4
7172,3125,2
7173,3832,2
7174,1562,0
7175,4349,3
7176,3096,0
7177,3775,2
7178,3258,1
7179,4214,3
7180,925,0
7181,1206,1
7182,3200,2
7183,1468,1
7184,1383,1
7185,2405,1
7186,2265,0
7187,4086,3
7188,4310,3
7189,1510,1
7190,4071,2
7191,4302,2
7192,3263,1
7193,3590,1
7194,3443,1
7195,4191,2
7196,672,0
7197,2203,0
7198,4211,3
7199,3911,1
7200,2386,0
7201,4128,3
7202,4058,3
7203,1492,0
7204,141,4
7205,1208,1
7206,4587,2
7207,3045,0
7208,3383,2
7209,2912,2
7210,2260,0
7211,52,4
7212,1716,0
7213,2863,1
7214,3179,2
7215,1560,1
7216,4205,3
7217,3609,1
7218,4388,2
7219,3835,3
7220,2572,0
7221,1180,1
7222,2442,0
7223,4179,3
7224,2573,1
7225,2573,1
7226,53,4
7227,47,4
7228,4484,3
7229,2225,1
7230,2762,0
7231,4142,3
7232,1975,1
7233,525,1
7234,2663,1
7235,1913,1
7236,1438,1
7237,1511,1
7238,2285,0
7239,1745,0
7240,1689,0
7241,1526,0
7242,63,4
7243,2758,1
7244,2168,1
7245,3654,2
7246,3203,0
7247,3970,2
7248,4356,3
7249,4335,3
7250,3442,2
7251,3002,0
7252,2113,0
7253,3194,2
7254,3400,2
7255,4319,3
7256,2246,1
7257,1655,0
7258,2220,1
7259,3619,0
7260,4473,5
7261,2348,0
7262,4067,3
7263,3279,2
7264,3727,3
7265,3605,0
7266,1549,1
7267,1120,1
7268,1103,1
7269,2794,0
7270,3089,2
7271,2293,0
7272,2993,1
7273,793,0
7274,928,0
7275,4053,2
7276,1005,0
7277,2735,0
7278,4473,5
7279,3235,2
7280,2916,2
7281,2702,0
7282,2655,0
7283,764,1
7284,3774,0
7285,4125,3
7286,2869,0
7287,1207,1
7288,4496,3
7289,3988,3
7290,2326,0
7291,3355,0
7292,1093,1
7293,1185,1
7294,3677,1
7295,2366,0
7296,78,4
7297,2665,0
7298,3774,0
7299,78,4
7300,679,1
7301,666,0
7302,3017,1
7303,2477,0
7304,3864,3
7305,1391,0
7306,1348,0
7307,1382,1
7308,3485,2
7309,3788,3
7310,2872,0
7311,3225,1
7312,3999,3
7313,2000,0
7314,4082,3
7315,3311,0
7316,1082,1
7317,2241,1
7318,2315,1
7319,2464,1
7320,479,4
7321,1470,0
7322,2220,1
7323,2661,0
7324,1786,1
7325,2147,0
7326,1716,0
7327,4050,3
7328,744,0
7329,3541,1
7330,4259,3
7331,2874,1
7332,2782,2
7333,3987,2
7334,3923,3
7335,3880,3
7336,2306,0
7337,386,1
7338,1237,1
7339,2226,1
7340,2275,1
7341,3958,1
7342,3074,2
7343,3925,3
7344,2016,1
7345,2374,1
7346,3700,0
7347,3702,2
7348,2726,0
7349,3867,1
7350,4470,3
7351,2374,1
7352,2397,1
7353,3526,2
7354,2762,0
7355,3000,2
7356,2143,1
7357,1627,1
7358,3969,3
7359,4088,3
7360,1736,1
7361,2432,1
7362,435,1
7363,433,1
7364,1351,1
7365,2694,0
7366,3812,2
7367,3755,3
7368,3953,3
7369,15,4
7370,2779,2
7371,4179,3
7372,2939,1
7373,991,0
7374,2638,2
7375,3099,2
7376,2930,1
7377,3435,1
7378,2584,0
7379,4251,2
7380,4219,3
7381,3891,3
7382,3158,0
7383,2530,1
7384,2504,0
7385,3964,3
7386,4430,3
7387,2441,1
7388,3619,0
7389,2546,1
7390,4399,2
7391,2571,0
7392,3574,3
7393,1238,1
7394,2631,1
7395,1278,0
7396,2802,0
7397,3671,3
7398,3413,0
7399,3153,0
7400,2410,0
7401,3621,3
7402,3496,0
7403,2577,0
7404,4276,3
7405,706,1
7406,794,1
7407,3157,2
7408,2880,0
7409,1558,1
7410,2267,1
7411,3452,2
7412,2682,2
7413,2278,0
7414,3374,0
7415,2907,0
7416,4291,2
7417,3980,3
7418,2645,0
7419,3623,2
7420,1204,1
7421,1590,1
7422,2662,0
7423,340,4
7424,3505,0
7425,747,0
7426,2875,0
7427,340,4
7428,3658,2
7429,4123,3
7430,3514,1
7431,2298,2
7432,2207,0
7433,3050,0
7434,657,0
7435,4191,2
7436,4111,2
7437,1524,1
7438,4126,3
7439,1025,0
7440,1288,0
7441,4094,3
7442,3580,1
7443,1086,1
7444,2664,0
7445,892,1
7446,1501,1
7447,2062,1
7448,3020,2
7449,1986,0
7450,3353,1
7451,940,0
7452,2711,0
7453,4265,3
7454,1283,1
7455,3956,3
7456,1815,0
7457,3110,1
7458,2220,1
7459,2645,0
7460,2907,0
7461,3626,2
7462,3559,2
7463,3463,0
7464,1698,1
7465,1510,1
7466,1695,1
7467,3118,1
7468,2979,0
7469,4477,3
7470,1545,1
7471,2113,0
7472,3589,0
7473,1913,1
7474,4478,2
7475,970,1
7476,2300,2
7477,3725,0
7478,4420,2
7479,3821,3
7480,2029,0
7481,3572,3
7482,3522,2
7483,3481,2
7484,1277,0
7485,1628,0
7486,3675,3
7487,2644,0
7488,2461,1
7489,954,1
7490,2420,1
7491,2084,1
7492,2564,2
7493,3073,2
7494,4410,3
7495,4170,3
7496,1127,1
7497,4011,3
7498,3408,1
7499,3055,2
7500,2262,0
7501,1950,0
7502,4151,3
7503,2414,0
7504,966,1
7505,2337,1
7506,3776,3
7507,2257,1
7508,1008,1
7509,1415,1
7510,3152,1
7511,2250,0
7512,3061,0
7513,2155,0
7514,1477,0
7515,3504,0
7516,2494,1
7517,3384,2
7518,4186,2
7519,600,1
7520,1709,1
7521,3375,2
7522,3407,2
7523,2399,0
7524,2534,0
7525,2479,0
7526,4350,3
7527,2446,0
7528,2097,0
7529,3130,0
7530,3135,0
7531,3219,2
7532,3250,2
7533,3142,0
7534,3833,1
7535,4059,3
7536,3179,2
7537,2818,0
7538,1500,1
7539,1149,1
7540,3461,0
7541,2430,0
7542,1073,0
7543,4505,3
7544,3129,1
7545,1195,1
7546,4260,2
7547,1103,1
7548,1425,1
7549,3973,3
7550,63,4
7551,2072,1
7552,3923,3
7553,3622,2
7554,1572,0
7555,2238,0
7556,2843,1
7557,347,1
7558,3831,3
7559,3999,3
7560,622,1
7561,4289,3
7562,3063,0
7563,2379,1
7564,17,4
7565,4288,2
7566,3069,2
7567,2723,0
7568,3603,3
7569,2016,1
7570,1397,1
7571,2411,2
7572,1492,0
7573,1045,0
7574,47,4
7575,3425,0
7576,3852,3
7577,1762,1
7578,2877,2
7579,4115,3
7580,3482,0
7581,1600,1
7582,3595,3
7583,3377,1
7584,3441,1
7585,4034,3
7586,3265,2
7587,3465,0
7588,1351,1
7589,3188,1
7590,4282,3
7591,1153,0
7592,3848,0
7593,1915,1
7594,3564,1
7595,1344,0
7596,3172,2
7597,3355,0
7598,2620,0
7599,814,1
7600,22,4
7601,2064,0
7602,4210,2
7603,4056,3
7604,3939,2
7605,1556,0
7606,1594,0
7607,155,4
7608,3287,1
7609,3258,1
7610,1492,0
7611,2635,0
7612,62,4
7613,2253,0
7614,4563,3
7615,3707,3
7616,146,4
7617,4039,3
7618,2710,1
7619,3061,0
7620,2550,1
7621,356,1
7622,3542,2
7623,3992,2
7624,1660,0
7625,2581,2
7626,2645,0
7627,2285,0
7628,1448,0
7629,4019,3
7630,1789,1
7631,1643,1
7632,3502,0
7633,1621,0
7634,2341,2
7635,2486,1
7636,3941,2
7637,4065,3
7638,1383,1
7639,1025,0
7640,572,0
7641,1442,1
7642,2378,2
7643,4163,3
7644,4302,2
7645,3800,2
7646,860,1
7647,4558,2
7648,1047,1
7649,1665,0
7650,4272,3
7651,4502,3
7652,3382,0
7653,2640,0
7654,2240,1
7655,3610,0
7656,1018,0
7657,963,0
7658,3095,1
7659,3494,2
7660,2871,0
7661,1699,1
7662,4332,3
7663,3564,1
7664,2286,0
7665,1257,1
7666,3725,0
7667,2143,1
7668,2111,1
7669,1764,0
7670,340,4
7671,1910,1
7672,3534,1
7673,3579,2
7674,3061,0
7675,24,4
7676,2575,2
7677,3859,2
7678,4048,3
7679,3113,2
7680,4156,3
7681,1016,1
7682,3550,2
7683,1556,0
7684,617,1
7685,3189,2
7686,2782,2
7687,2150,0
7688,2281,1
7689,1361,1
7690,2362,1
7691,3970,2
7692,3640,2
7693,3980,3
7694,3911,1
7695,4182,3
7696,4147,3
7697,2320,1
7698,2353,0
7699,2286,0
7700,3348,0
7701,2265,0
7702,1804,0
7703,1068,0
7704,1645,1
7705,2998,1
7706,3742,2
7707,4083,3
7708,4597,2
7709,3266,1
7710,2370,1
7711,4053,2
7712,4607,3
7713,385,1
7714,3913,3
7715,4267,3
7716,1693,1
7717,2708,0
7718,2311,0
7719,4053,2
7720,3342,2
7721,2770,0
7722,3616,3
7723,3130,0
7724,3605,0
7725,2856,0
7726,3586,3
7727,2497,0
7728,3265,2
7729,4071,2
7730,3953,3
7731,1787,1
7732,2203,0
7733,1295,1
7734,2555,1
7735,1114,0
7736,2234,1
7737,2584,0
7738,3480,1
7739,2177,0
7740,2177,0
7741,2375,1
7742,3708,3
7743,2113,0
7744,3730,2
7745,2392,1
7746,2339,0
7747,4340,3
7748,4070,2
7749,3999,3
7750,3338,2
7751,3483,2
7752,3016,0
7753,2384,0
7754,1032,1
7755,3542,2
7756,3239,2
7757,2736,2
7758,4015,3
7759,1801,1
7760,2142,0
7761,1782,1
7762,3848,0
7763,4081,3
7764,1561,1
7765,2754,1
7766,2445,1
7767,1990,1
7768,2274,1
7769,962,1
7770,4558,2
7771,2373,1
7772,4238,3
7773,4376,3
7774,3734,2
7775,1717,0
7776,2644,0
7777,2391,0
7778,3575,3
7779,1833,1
7780,1960,1
7781,3003,2
7782,2852,2
7783,1811,0
7784,4321,2
7785,1699,1
7786,3225,1
7787,4415,3
7788,3639,1
7789,17,4
7790,2960,0
7791,1310,1
7792,2880,0
7793,2566,1
7794,3292,1
7795,1788,1
7796,4176,2
7797,423,1
7798,4070,2
7799,1652,0
7800,1782,1
7801,2139,1
7802,2587,1
7803,1258,1
7804,4175,2
7805,1855,1
7806,3777,3
7807,4065,3
7808,4083,3
7809,1935,0
7810,2978,2
7811,3519,2
7812,3537,0
7813,2690,0
7814,2836,1
7815,2848,1
7816,2575,2
7817,3876,2
7818,3973,3
7819,3878,3
7820,3237,1
7821,3180,0
7822,4142,3
7823,4176,2
7824,1425,1
7825,1804,0
7826,3598,1
7827,3619,0
7828,4469,3
7829,1565,1
7830,2703,1
7831,3898,3
7832,3923,3
7833,1381,0
7834,2601,0
7835,3180,0
7836,3465,0
7837,4058,3
7838,2863,1
7839,1448,0
7840,3366,0
7841,4556,3
7842,1092,1
7843,1558,1
7844,2233,1
7845,2574,0
7846,973,1
7847,1361,1
7848,3377,1
7849,3336,1
7850,3573,3
7851,1312,1
7852,4429,3
7853,2573,1
7854,4178,2
7855,4174,2
7856,1526,0
7857,2210,0
7858,2123,1
7859,2974,1
7860,95,4
7861,2737,0
7862,4177,3
7863,4292,3
7864,2533,0
7865,1745,0
7866,1445,1
7867,1670,0
7868,600,1
7869,3598,1
7870,3662,3
7871,3771,2
7872,3783,3
7873,2239,1
7874,1787,1
7875,3640,2
7876,4269,3
7877,4280,3
7878,3101,0
7879,2872,0
