year,mgra_13,mgra_15,MoHub_carshare_flag,univ_flag,MLB_flag
2035,1016,7251,1,0,0
2035,1017,3044,1,0,0
2035,1018,11945,1,0,0
2035,1019,11946,1,0,0
2035,1020,11944,1,0,0
2035,1021,7752,1,0,0
2035,1022,11945,1,0,0
2035,1023,6572,1,0,0
2035,1024,1263,1,0,0
2035,1025,10499,1,0,0
2035,1026,8046,1,0,0
2035,1027,11943,1,0,0
2035,1028,7945,1,0,0
2035,1029,11942,1,0,0
2035,1030,4472,1,0,0
2035,1070,7167,0,1,0
2035,1071,7246,0,1,0
2035,1074,5171,0,1,0
2035,1076,8454,0,1,0
2035,1077,7562,0,1,0
2035,1079,6692,1,0,0
2035,1080,1699,1,0,0
2035,1081,1580,1,0,0
2035,1082,10126,1,0,0
2035,1083,3899,1,0,0
2035,1084,3900,1,0,0
2035,1085,3897,1,0,0
2035,1086,5983,1,0,0
2035,1087,119,1,0,0
2035,1088,5606,1,0,0
2035,1089,62,1,0,0
2035,1090,8774,1,0,0
2035,1093,12035,1,0,0
2035,1094,12034,1,0,0
2035,1095,12033,1,0,0
2035,1205,12070,0,1,0
2035,1207,4496,0,1,0
2035,1212,5304,0,1,0
2035,1213,5304,0,1,0
2035,1236,7259,1,0,0
2035,1237,2108,1,0,0
2035,1238,7827,1,0,0
2035,1239,7388,1,0,0
2035,1240,1494,1,0,0
2035,1241,859,1,0,0
2035,1242,1047,1,0,0
2035,1243,8547,1,0,0
2035,1244,7259,1,0,0
2035,1245,259,1,0,0
2035,1246,2695,1,0,0
2035,1247,3581,1,0,0
2035,1248,2089,1,0,0
2035,1249,258,1,0,0
2035,1853,6581,1,0,0
2035,1900,11096,1,0,0
2035,2024,1030,1,0,0
2035,2025,10773,1,0,0
2035,2026,7222,1,0,0
2035,2027,10772,1,0,0
2035,2028,5649,1,0,0
2035,2029,5296,1,0,0
2035,2030,735,1,0,0
2035,2031,5530,1,0,0
2035,2032,4899,1,0,0
2035,2090,8624,1,0,0
2035,2091,416,1,0,0
2035,2092,4206,1,0,0
2035,2093,808,1,0,1
2035,2094,6834,1,0,0
2035,2095,7527,1,0,1
2035,2096,4181,1,0,1
2035,2097,7976,1,0,0
2035,2098,5459,1,0,0
2035,2099,11002,1,0,0
2035,2100,11002,1,0,0
2035,2101,6567,1,0,0
2035,2102,11000,1,0,0
2035,2103,11001,1,0,0
2035,2104,2191,1,0,0
2035,2105,3182,1,0,0
2035,2106,2553,1,0,0
2035,2107,5656,1,0,0
2035,2108,3011,1,0,0
2035,2109,448,1,0,0
2035,2110,3360,1,0,0
2035,2111,1921,1,0,0
2035,2112,8089,1,0,0
2035,2113,414,1,0,0
2035,2114,776,1,0,0
2035,2115,1402,1,0,0
2035,2116,1289,1,0,0
2035,2117,5866,1,0,0
2035,2118,6879,1,0,0
2035,2119,2091,1,0,0
2035,2120,2212,1,0,0
2035,2121,3067,1,0,0
2035,2122,10656,1,0,0
2035,2123,1955,1,0,0
2035,2124,2515,1,0,0
2035,2125,2563,1,0,0
2035,2126,7413,1,0,0
2035,2127,236,1,0,0
2035,2128,952,1,0,0
2035,2129,573,1,0,0
2035,2130,5084,1,0,0
2035,2131,8897,1,0,0
2035,2132,6585,1,0,0
2035,2133,10737,1,0,0
2035,2134,10738,1,0,0
2035,2135,6523,1,0,0
2035,2136,10736,1,0,0
2035,2137,6382,1,0,0
2035,2138,10075,1,0,0
2035,2139,6268,1,0,0
2035,2140,10074,1,0,0
2035,2141,10073,1,0,0
2035,2142,6952,1,0,0
2035,2143,3217,1,0,0
2035,2144,6005,1,0,0
2035,2145,7627,1,0,0
2035,2146,6195,1,0,0
2035,2147,3565,1,0,0
2035,2148,7238,1,0,0
2035,2149,248,1,0,0
2035,2150,1483,1,0,0
2035,2151,1612,1,0,0
2035,2152,1783,1,0,0
2035,2153,5734,1,0,0
2035,2154,6378,1,0,0
2035,2155,5859,1,0,0
2035,2156,11003,1,0,0
2035,2157,11003,1,0,0
2035,2158,2397,1,0,0
2035,2159,3566,1,0,0
2035,2160,3418,1,0,0
2035,2161,356,1,0,0
2035,2162,1930,1,0,0
2035,2163,1665,1,0,0
2035,2164,3385,1,0,0
2035,2165,1984,1,0,0
2035,2166,1883,1,0,0
2035,2167,144,1,0,0
2035,2168,874,1,0,0
2035,2169,8610,1,0,0
2035,2170,840,1,0,0
2035,2171,299,1,0,0
2035,2172,583,1,0,0
2035,2173,3620,1,0,0
2035,2174,3636,1,0,0
2035,2175,2292,1,0,0
2035,2176,1512,1,0,0
2035,2177,3269,1,0,0
2035,2178,1484,1,0,0
2035,2179,3275,1,0,0
2035,2180,3624,1,0,0
2035,2181,648,1,0,0
2035,2182,3516,1,0,0
2035,2183,3263,1,0,0
2035,2184,2583,1,0,0
2035,2185,1610,1,0,0
2035,2186,8049,1,0,0
2035,2187,8031,1,0,0
2035,2188,2732,1,0,0
2035,2189,7613,1,0,0
2035,2190,2486,1,0,0
2035,2191,10732,1,0,0
2035,2192,5397,1,0,0
2035,2193,10733,1,0,0
2035,2194,5883,1,0,0
2035,2195,4971,1,0,0
2035,2196,10735,1,0,0
2035,2197,4204,1,0,0
2035,2198,2293,1,0,0
2035,2199,737,1,0,0
2035,2200,1738,1,0,0
2035,2201,1463,1,0,0
2035,2202,1093,1,0,0
2035,2203,2339,1,0,0
2035,2204,4990,1,0,0
2035,2205,1692,1,0,0
2035,2206,5052,1,0,0
2035,2207,3573,1,0,0
2035,2208,3635,1,0,0
2035,2209,8143,1,0,0
2035,2210,250,1,0,0
2035,2211,1414,1,0,0
2035,2212,1414,1,0,0
2035,2213,7523,1,0,0
2035,2214,11011,1,0,0
2035,2215,11010,1,0,0
2035,2216,11009,1,0,0
2035,2217,11008,1,0,0
2035,2218,6704,1,0,0
2035,2219,7718,1,0,0
2035,2220,5377,1,0,0
2035,2221,3476,1,0,0
2035,2222,319,1,0,0
2035,2223,2129,1,0,0
2035,2224,11013,1,0,0
2035,2225,11012,1,0,0
2035,2226,10556,1,0,0
2035,2227,11014,1,0,0
2035,2228,7063,1,0,0
2035,2229,8880,1,0,0
2035,2230,9070,1,0,0
2035,2231,9071,1,0,0
2035,2232,9072,1,0,0
2035,2233,3756,1,0,0
2035,2234,5091,1,0,0
2035,2235,10557,1,0,0
2035,2236,5521,1,0,0
2035,2237,9073,1,0,0
2035,2238,9074,1,0,0
2035,2239,10555,1,0,0
2035,2240,8316,1,0,0
2035,2241,2840,1,0,0
2035,2242,3541,1,0,0
2035,2243,5668,1,0,0
2035,2244,752,1,0,0
2035,2245,6436,1,0,0
2035,2246,4947,1,0,0
2035,2247,2829,1,0,0
2035,2248,6566,1,0,0
2035,2249,4285,1,0,0
2035,2250,3762,1,0,0
2035,2251,5998,1,0,0
2035,2252,9076,1,0,0
2035,2253,9075,1,0,0
2035,2254,3761,1,0,0
2035,2255,550,1,0,0
2035,2256,8500,1,0,0
2035,2257,10554,1,0,0
2035,2258,994,1,0,0
2035,2259,994,1,0,0
2035,2260,4931,1,0,0
2035,2261,3379,1,0,0
2035,2262,3517,1,0,0
2035,2263,576,1,0,0
2035,2264,3660,1,0,0
2035,2265,7503,1,0,0
2035,2266,2069,1,0,0
2035,2267,451,1,0,0
2035,2268,742,1,0,0
2035,2269,742,1,0,0
2035,2270,3764,1,0,0
2035,2271,8183,1,0,0
2035,2272,4118,1,0,0
2035,2273,8652,1,0,0
2035,2274,3758,1,0,0
2035,2275,3759,1,0,0
2035,2276,3428,1,0,0
2035,2277,10558,1,0,0
2035,2278,3295,1,0,0
2035,2279,1963,1,0,0
2035,2280,2101,1,0,0
2035,2281,1826,1,0,0
2035,2282,542,1,0,0
2035,2283,2206,1,0,0
2035,2284,997,1,0,0
2035,2285,2385,1,0,0
2035,2286,5916,1,0,0
2035,2287,5346,1,0,0
2035,2288,11017,1,0,0
2035,2289,11018,1,0,0
2035,2290,14403,1,0,0
2035,2291,3442,1,0,0
2035,2292,1233,1,0,0
2035,2293,6547,1,0,0
2035,2294,8154,1,0,0
2035,2295,6659,1,0,0
2035,2296,7271,1,0,0
2035,2297,6943,1,0,0
2035,2298,11015,1,0,0
2035,2299,7698,1,0,0
2035,2300,1803,1,0,0
2035,2301,503,1,0,0
2035,2302,816,1,0,0
2035,2303,2073,1,0,0
2035,2304,6871,1,0,0
2035,2305,7009,1,0,0
2035,2306,811,1,0,0
2035,2307,2229,1,0,0
2035,2308,2626,1,0,0
2035,2309,331,1,0,0
2035,2310,226,1,0,0
2035,2311,499,1,0,0
2035,2312,2433,1,0,0
2035,2313,2963,1,0,0
2035,2314,671,1,0,0
2035,2315,3551,1,0,0
2035,2316,2338,1,0,0
2035,2317,2080,1,0,0
2035,2318,3291,1,0,0
2035,2319,2377,1,0,0
2035,2320,3061,1,0,0
2035,2321,7261,1,0,0
2035,2322,58,1,0,0
2035,2323,2848,1,0,0
2035,2324,1343,1,0,0
2035,2325,939,1,0,0
2035,2326,2799,1,0,0
2035,2327,1721,1,0,0
2035,2328,749,1,0,0
2035,2329,2774,1,0,0
2035,2330,3364,1,0,0
2035,2331,349,1,0,0
2035,2332,1190,1,0,0
2035,2333,1362,1,0,0
2035,2334,3258,1,0,0
2035,2335,294,1,0,0
2035,2336,249,1,0,0
2035,2337,3446,1,0,0
2035,2338,1818,1,0,0
2035,2339,3025,1,0,0
2035,2340,1048,1,0,0
2035,2341,3690,1,0,0
2035,2342,2977,1,0,0
2035,2343,3567,1,0,0
2035,2344,556,1,0,0
2035,2345,241,1,0,0
2035,2346,3203,1,0,0
2035,2347,3662,1,0,0
2035,2348,215,1,0,0
2035,2349,3200,1,0,0
2035,2350,7325,1,0,0
2035,2351,6456,1,0,0
2035,2352,6216,1,0,0
2035,2353,2658,1,0,0
2035,2354,2976,1,0,0
2035,2355,17,1,0,0
2035,2356,2967,1,0,0
2035,2357,942,1,0,0
2035,2358,3074,1,0,0
2035,2359,1776,1,0,0
2035,2360,1029,1,0,0
2035,2361,2565,1,0,0
2035,2362,2148,1,0,0
2035,2363,1153,1,0,0
2035,2364,157,1,0,0
2035,2365,554,1,0,0
2035,2366,394,1,0,0
2035,2367,10734,1,0,0
2035,2368,4202,1,0,0
2035,2369,5368,1,0,0
2035,2370,7760,1,0,0
2035,2371,6480,1,0,0
2035,2372,1585,1,0,0
2035,2373,2396,1,0,0
2035,2374,2702,1,0,0
2035,2375,3304,1,0,0
2035,2376,3586,1,0,0
2035,2377,894,1,0,0
2035,2378,4203,1,0,0
2035,2379,1981,1,0,0
2035,2380,3099,1,0,0
2035,2381,3098,1,0,0
2035,2382,1177,1,0,0
2035,2383,8811,1,0,0
2035,2384,8811,1,0,0
2035,2385,3877,1,0,0
2035,2386,2641,1,0,0
2035,2387,2054,1,0,0
2035,2388,202,1,0,0
2035,2389,3701,1,0,0
2035,2390,1671,1,0,0
2035,2391,242,1,0,0
2035,2392,1582,1,0,0
2035,2393,1355,1,0,0
2035,2394,336,1,0,0
2035,2395,678,1,0,0
2035,2396,1007,1,0,0
2035,2397,2031,1,0,0
2035,2398,512,1,0,0
2035,2399,616,1,0,0
2035,2400,1648,1,0,0
2035,2401,3097,1,0,0
2035,2402,1378,1,0,0
2035,2403,425,1,0,0
2035,2404,1134,1,0,0
2035,2405,1581,1,0,0
2035,2406,2874,1,0,0
2035,2407,20,1,0,0
2035,2408,7511,1,0,0
2035,2409,2178,1,0,0
2035,2410,3376,1,0,0
2035,2411,2537,1,0,0
2035,2412,194,1,0,0
2035,2413,1377,1,0,0
2035,2414,424,1,0,0
2035,2415,1731,1,0,0
2035,2416,3228,1,0,0
2035,2417,2266,1,0,0
2035,2418,7857,1,0,0
2035,2419,8378,1,0,0
2035,2420,7072,1,0,0
2035,2421,3673,1,0,0
2035,2422,458,1,0,0
2035,2423,2146,1,0,0
2035,2424,8691,1,0,0
2035,2425,622,1,0,0
2035,2426,4200,1,0,0
2035,2427,4201,1,0,0
2035,2428,5225,1,0,0
2035,2429,3552,1,0,0
2035,2430,3319,1,0,0
2035,2431,6066,1,0,0
2035,2432,938,1,0,0
2035,2433,16,1,0,0
2035,2434,1460,1,0,0
2035,2435,10655,1,0,0
2035,2436,7740,1,0,0
2035,2437,3462,1,0,0
2035,2438,1784,1,0,0
2035,2439,2986,1,0,0
2035,2440,3199,1,0,0
2035,2441,7739,1,0,0
2035,2442,8405,1,0,0
2035,2443,2554,1,0,0
2035,2444,10742,1,0,0
2035,2445,52,1,0,0
2035,2446,1319,1,0,0
2035,2447,8475,1,0,0
2035,2448,280,1,0,0
2035,2449,1642,1,0,0
2035,2450,10743,1,0,0
2035,2451,1909,1,0,0
2035,2452,10743,1,0,0
2035,2453,8721,1,0,0
2035,2454,10745,1,0,0
2035,2455,619,1,0,0
2035,2456,6934,1,0,0
2035,2457,4205,1,0,0
2035,2458,1604,1,0,0
2035,2459,1604,1,0,0
2035,2460,10743,1,0,1
2035,2461,2538,1,0,0
2035,2462,2657,1,0,0
2035,2463,666,1,0,0
2035,2464,1178,1,0,0
2035,2465,2864,1,0,0
2035,2466,1492,1,0,0
2035,2467,2447,1,0,0
2035,2468,5288,1,0,0
2035,2469,5615,1,0,0
2035,2470,4174,1,0,0
2035,2471,6921,1,0,0
2035,2472,4174,1,0,0
2035,2473,5615,1,0,0
2035,2474,6921,1,0,0
2035,2475,7743,1,0,0
2035,2476,4900,1,0,0
2035,2477,7252,1,0,0
2035,2478,7471,1,0,0
2035,2479,8853,1,0,0
2035,2480,1728,1,0,0
2035,2481,5351,1,0,0
2035,2482,9079,1,0,0
2035,2483,9079,1,0,0
2035,2484,1367,1,0,0
2035,2485,551,1,0,0
2035,2486,2332,1,0,0
2035,2487,1704,1,0,0
2035,2488,2391,1,0,0
2035,2489,2694,1,0,0
2035,2490,2784,1,0,0
2035,2491,133,1,0,0
2035,2492,635,1,0,0
2035,2493,3388,1,0,0
2035,2494,1976,1,0,0
2035,2495,1965,1,0,0
2035,2496,6452,1,0,0
2035,2497,1543,1,0,0
2035,2498,5625,1,0,0
2035,2499,10651,1,0,0
2035,2500,10651,1,0,0
2035,2501,10651,1,0,0
2035,2502,10651,1,0,0
2035,2503,5736,1,0,0
2035,2504,5736,1,0,0
2035,2505,10729,1,0,0
2035,2506,8941,1,0,0
2035,2507,10729,1,0,0
2035,2508,10731,1,0,0
2035,2509,10728,1,0,0
2035,2510,10731,1,0,0
2035,2511,10731,1,0,0
2035,2512,10727,1,0,0
2035,2513,10731,1,0,0
2035,2514,3311,1,0,0
2035,2515,8941,1,0,0
2035,2516,2116,1,0,0
2035,2517,1542,1,0,0
2035,2518,6047,1,0,0
2035,2519,1307,1,0,0
2035,2520,6689,1,0,0
2035,2521,8976,1,0,0
2035,2522,4199,1,0,0
2035,2523,8941,1,0,0
2035,2524,10731,1,0,0
2035,2525,1364,1,1,0
2035,2526,6419,1,0,0
2035,2527,377,1,1,0
2035,2528,1510,1,0,0
2035,2529,2280,1,0,0
2035,2530,795,1,0,0
2035,2531,2253,1,0,0
2035,2532,3225,1,0,0
2035,2533,3040,1,0,0
2035,2534,6419,1,0,0
2035,2535,1509,1,0,0
2035,2536,2883,1,0,0
2035,2537,1155,1,0,0
2035,2538,1444,1,0,0
2035,2539,741,1,0,0
2035,2540,2756,1,0,0
2035,2541,3653,1,0,0
2035,2542,3282,1,0,0
2035,2543,1711,1,0,0
2035,2544,866,1,0,0
2035,2545,2251,1,0,0
2035,2546,3590,1,0,0
2035,2547,2389,1,0,0
2035,2548,6419,1,0,0
2035,2549,131,1,0,0
2035,2550,2903,1,0,0
2035,2551,2768,1,0,0
2035,2552,3078,1,0,0
2035,2553,1017,1,0,0
2035,2554,1874,1,0,0
2035,2555,1753,1,0,0
2035,2556,1349,1,0,0
2035,2557,2651,1,0,0
2035,2558,1901,1,0,0
2035,2559,2119,1,0,0
2035,2560,1213,1,0,0
2035,2561,1992,1,0,0
2035,2562,872,1,0,0
2035,2563,1335,1,0,0
2035,2564,56,1,0,0
2035,2565,1369,1,0,0
2035,2566,2836,1,0,0
2035,2567,1710,1,0,0
2035,2568,1050,1,0,0
2035,2569,2510,1,0,0
2035,2570,813,1,0,0
2035,2571,1056,1,0,0
2035,2572,3303,1,0,0
2035,2573,2008,1,0,0
2035,2574,2887,1,0,0
2035,2575,604,1,0,0
2035,2576,3531,1,0,0
2035,2577,162,1,0,0
2035,2578,1991,1,0,0
2035,2579,2006,1,0,0
2035,2580,437,1,0,0
2035,2581,36,1,0,0
2035,2582,3410,1,0,0
2035,2583,3583,1,0,0
2035,2584,10208,1,0,0
2035,2585,4923,1,0,0
2035,2586,2787,1,0,0
2035,2587,2547,1,0,0
2035,2588,543,1,0,0
2035,2589,2822,1,0,0
2035,2590,3409,1,0,0
2035,2591,2250,1,0,0
2035,2592,7047,1,0,0
2035,2593,6611,1,0,0
2035,2594,8075,1,0,0
2035,2595,1508,1,0,0
2035,2596,81,1,0,0
2035,2597,2066,1,0,0
2035,2598,984,1,0,0
2035,2599,9009,1,0,0
2035,2600,2064,1,0,0
2035,2601,407,1,0,0
2035,2602,2992,1,0,0
2035,2603,3039,1,0,0
2035,2604,6669,1,0,0
2035,2605,2870,1,0,0
2035,2606,3350,1,0,0
2035,2607,733,1,0,0
2035,2608,99,1,0,0
2035,2609,436,1,0,0
2035,2610,55,1,0,0
2035,2611,809,1,0,0
2035,2612,2677,1,0,0
2035,2613,1015,1,0,0
2035,2614,1272,1,0,0
2035,2615,8838,1,0,0
2035,2616,1477,1,0,0
2035,2617,1920,1,0,0
2035,2618,3150,1,0,0
2035,2619,3427,1,0,0
2035,2620,2275,1,0,0
2035,2621,1196,1,0,0
2035,2622,991,1,0,0
2035,2623,8527,1,0,0
2035,2624,7136,1,0,0
2035,2625,2154,1,0,0
2035,2626,1625,1,0,0
2035,2627,1729,1,0,0
2035,2628,8527,1,0,0
2035,2629,4172,1,0,0
2035,2630,2624,1,0,0
2035,2631,10634,1,0,0
2035,2632,5801,1,0,0
2035,2633,519,1,0,0
2035,2634,2171,1,0,0
2035,2635,3312,1,0,0
2035,2636,1802,1,0,0
2035,2637,1814,1,0,0
2035,2638,2705,1,0,0
2035,2639,7026,1,0,0
2035,2640,8388,1,0,0
2035,2641,8771,1,0,0
2035,2642,8088,1,0,0
2035,2643,751,1,0,0
2035,2644,2569,1,0,0
2035,2645,10635,1,0,0
2035,2646,1304,1,0,0
2035,2647,3359,1,0,0
2035,2648,2838,1,0,0
2035,2649,506,1,0,0
2035,2650,3059,1,0,0
2035,2651,3488,1,0,0
2035,2652,7137,1,0,0
2035,2653,7137,1,0,0
2035,2654,10646,1,0,0
2035,2656,10645,1,0,0
2035,2657,7775,1,0,0
2035,2658,10643,1,0,0
2035,2659,10648,1,0,0
2035,2660,10726,1,0,0
2035,2661,10649,1,0,0
2035,2662,10644,1,0,0
2035,2663,10647,1,0,0
2035,2664,5493,1,0,0
2035,2665,1862,1,0,0
2035,2666,1884,1,0,0
2035,2667,2929,1,0,0
2035,2668,159,1,0,0
2035,2669,159,1,0,0
2035,2670,8582,1,0,0
2035,2671,7137,1,0,0
2035,2672,3610,1,0,0
2035,2673,3055,1,0,0
2035,2674,7899,1,0,0
2035,2675,8213,1,0,0
2035,2676,213,1,0,0
2035,2677,8167,1,0,0
2035,2678,4169,1,0,0
2035,2679,7867,1,0,0
2035,2680,3455,1,0,0
2035,2681,300,1,0,0
2035,2682,10629,1,0,0
2035,2683,5815,1,0,0
2035,2684,615,1,0,0
2035,2685,1559,1,0,0
2035,2686,4171,1,0,0
2035,2687,3426,1,0,0
2035,2688,615,1,0,0
2035,2689,7073,1,0,0
2035,2690,8749,1,0,0
2035,2691,135,1,0,0
2035,2692,2841,1,0,0
2035,2693,1485,1,0,0
2035,2694,10641,1,0,0
2035,2695,1426,1,0,0
2035,2696,8930,1,0,0
2035,2697,10631,1,0,0
2035,2698,6283,1,0,0
2035,2699,1185,1,0,0
2035,2700,5192,1,0,0
2035,2701,1013,1,0,0
2035,2702,2964,1,0,0
2035,2703,2477,1,0,0
2035,2704,564,1,0,0
2035,2705,1861,1,0,0
2035,2706,747,1,0,0
2035,2707,1253,1,0,0
2035,2708,49,1,0,0
2035,2709,5493,1,0,0
2035,2710,2633,1,0,0
2035,2711,1939,1,0,0
2035,2712,2860,1,0,0
2035,2713,3326,1,0,0
2035,2714,5159,1,0,0
2035,2715,899,1,0,0
2035,2716,2800,1,0,0
2035,2717,7135,1,0,0
2035,2718,4198,1,0,0
2035,2719,5158,1,0,0
2035,2720,650,1,0,0
2035,2721,3293,1,0,0
2035,2722,8582,1,0,0
2035,2723,707,1,0,0
2035,2724,560,1,0,0
2035,2725,12692,1,0,0
2035,2726,5485,1,0,0
2035,2727,4584,1,0,0
2035,2728,1606,1,0,0
2035,2729,1480,1,0,0
2035,2730,3514,1,0,0
2035,2731,102,1,0,0
2035,2732,6434,1,0,0
2035,2733,2484,1,0,0
2035,2734,3051,1,0,0
2035,2735,3177,1,0,0
2035,2736,792,1,0,0
2035,2737,1606,1,0,0
2035,2738,3528,1,0,0
2035,2739,2,1,0,0
2035,2740,981,1,0,0
2035,2741,2117,1,0,0
2035,2742,1632,1,0,0
2035,2743,1038,1,0,0
2035,2744,1900,1,0,0
2035,2745,1094,1,0,0
2035,2746,2134,1,0,0
2035,2747,1332,1,0,0
2035,2748,1812,1,0,0
2035,2749,5356,1,0,0
2035,2750,4177,1,0,0
2035,2751,7122,1,0,0
2035,2752,7989,1,0,0
2035,2753,7555,1,0,0
2035,2754,10561,1,0,0
2035,2755,381,1,0,0
2035,2756,8375,1,0,0
2035,2757,5769,1,0,0
2035,2758,10559,1,0,0
2035,2759,10562,1,0,0
2035,2760,12693,1,0,0
2035,2761,7809,1,0,0
2035,2762,1210,1,0,0
2035,2763,1696,1,0,0
2035,2764,7325,1,0,0
2035,2765,5342,1,0,0
2035,2766,6603,1,1,0
2035,2767,4173,1,0,0
2035,2768,2550,1,0,0
2035,2769,6208,1,0,0
2035,2770,712,1,0,0
2035,2771,3179,1,0,0
2035,2772,2184,1,0,0
2035,2773,10636,1,0,0
2035,2774,3406,1,0,0
2035,2775,1342,1,0,0
2035,2776,2218,1,0,0
2035,2777,7325,1,0,0
2035,2778,2321,1,0,0
2035,2779,2496,1,0,0
2035,2780,1540,1,0,0
2035,2781,1054,1,0,0
2035,2782,1607,1,0,0
2035,2783,1415,1,0,0
2035,2784,3144,1,0,0
2035,2785,3057,1,0,0
2035,2786,8769,1,0,0
2035,2787,8386,1,0,0
2035,2788,1247,1,0,0
2035,2789,933,1,0,0
2035,2790,2037,1,0,0
2035,2791,1681,1,0,0
2035,2792,1357,1,0,0
2035,2793,1096,1,0,0
2035,2794,1967,1,0,0
2035,2795,2155,1,0,0
2035,2796,2835,1,0,0
2035,2797,2155,1,0,0
2035,2798,2918,1,0,0
2035,2799,5143,1,0,0
2035,2800,2319,1,0,0
2035,2801,490,1,0,0
2035,2802,1306,1,0,0
2035,2803,3469,1,0,0
2035,2804,6072,1,0,0
2035,2805,2217,1,0,0
2035,2806,2357,1,0,0
2035,2807,3645,1,0,0
2035,2808,6339,1,0,0
2035,2809,1328,1,0,0
2035,2810,6516,1,0,0
2035,2811,94,1,0,0
2035,2812,3342,1,0,0
2035,2813,2942,1,0,0
2035,2814,8742,1,0,0
2035,2815,10640,1,0,0
2035,2816,1327,1,0,0
2035,2817,2701,1,0,0
2035,2818,3468,1,0,0
2035,2819,25,1,0,0
2035,2820,238,1,0,0
2035,2821,3341,1,0,0
2035,2822,2788,1,0,0
2035,2823,25,1,0,0
2035,2824,2475,1,0,0
2035,2825,1998,1,0,0
2035,2826,7633,1,0,0
2035,2827,1269,1,0,0
2035,2828,5619,1,0,0
2035,2829,263,1,0,0
2035,2830,5245,1,0,0
2035,2831,186,1,0,0
2035,2832,7257,1,0,0
2035,2833,3197,1,0,0
2035,2834,3371,1,0,0
2035,2835,3424,1,0,0
2035,2836,932,1,0,0
2035,2837,4168,1,0,0
2035,2838,1016,1,0,0
2035,2839,1975,1,0,0
2035,2840,2059,1,0,0
2035,2841,2834,1,0,0
2035,2842,3504,1,0,0
2035,2843,2728,1,0,0
2035,2844,2727,1,0,0
2035,2845,1164,1,0,0
2035,2846,760,1,0,0
2035,2847,1997,1,0,0
2035,2848,1437,1,0,0
2035,2849,2356,1,0,0
2035,2850,750,1,0,0
2035,2851,2432,1,0,0
2035,2852,132,1,0,0
2035,2853,574,1,0,0
2035,2854,465,1,0,0
2035,2855,240,1,0,0
2035,2856,290,1,0,0
2035,2857,387,1,0,0
2035,2858,891,1,0,0
2035,2859,520,1,0,0
2035,2860,2612,1,0,0
2035,2861,3254,1,0,0
2035,2862,2309,1,0,0
2035,2863,1870,1,0,0
2035,2864,2151,1,0,0
2035,2865,2390,1,0,0
2035,2866,2729,1,0,0
2035,2867,2078,1,0,0
2035,2868,763,1,0,0
2035,2869,3697,1,0,0
2035,2870,559,1,0,0
2035,2871,796,1,0,0
2035,2872,1848,1,0,0
2035,2873,3478,1,0,0
2035,2874,3603,1,0,0
2035,2875,1739,1,0,0
2035,2876,2857,1,0,0
2035,2877,7240,1,0,0
2035,2878,3307,1,0,0
2035,2879,1449,1,0,0
2035,2880,1683,1,0,0
2035,2881,1156,1,0,0
2035,2882,2944,1,0,0
2035,2883,3710,1,0,0
2035,2884,2757,1,0,0
2035,2885,1156,1,0,0
2035,2886,1433,1,0,0
2035,2887,3247,1,0,0
2035,2888,1202,1,0,0
2035,2889,2346,1,0,0
2035,2890,3639,1,0,0
2035,2891,3112,1,0,0
2035,2892,2279,1,0,0
2035,2893,2246,1,0,0
2035,2894,85,1,0,0
2035,2895,1201,1,0,0
2035,2896,493,1,0,0
2035,2897,1953,1,0,0
2035,2898,1215,1,0,0
2035,2899,342,1,0,0
2035,2900,3752,1,0,0
2035,2901,3169,1,0,0
2035,2902,3754,1,0,0
2035,2903,2881,1,0,0
2035,2904,2189,1,0,0
2035,2905,3602,1,0,0
2035,2906,2889,1,0,0
2035,2907,7702,1,0,0
2035,2908,2781,1,0,0
2035,2909,2252,1,0,0
2035,2910,3168,1,0,0
2035,2911,3601,1,0,0
2035,2912,292,1,0,0
2035,2913,3470,1,0,0
2035,2914,7825,1,0,0
2035,2915,1793,1,0,0
2035,2916,2888,1,0,0
2035,2917,5583,1,0,0
2035,2918,2888,1,0,0
2035,2919,9063,1,0,0
2035,2920,7669,1,0,0
2035,2921,7649,1,0,0
2035,2922,7326,1,0,0
2035,2923,10663,1,0,0
2035,2924,8043,1,0,0
2035,2925,6670,1,0,0
2035,2926,10661,1,0,0
2035,2927,8553,1,0,0
2035,2928,9062,1,0,0
2035,2929,8554,1,0,0
2035,2930,6670,1,0,0
2035,2931,10660,1,0,0
2035,2932,9062,1,0,0
2035,2933,4953,1,0,0
2035,2934,10658,1,0,0
2035,2935,8619,1,0,0
2035,2936,10657,1,0,0
2035,2937,9095,1,0,0
2035,2938,5509,1,0,0
2035,2939,233,1,0,0
2035,2940,786,1,0,0
2035,2941,3041,1,0,0
2035,2942,1570,1,0,0
2035,2943,2039,1,0,0
2035,2944,5629,1,0,0
2035,2945,1041,1,0,0
2035,2946,10659,1,0,0
2035,2947,8306,1,0,0
2035,2948,1972,1,0,0
2035,2949,11139,1,0,0
2035,2950,5237,1,0,0
2035,2951,3700,1,0,0
2035,2952,7485,1,0,0
2035,2953,11138,1,0,0
2035,2954,5106,1,0,0
2035,2955,2177,1,0,0
2035,2956,11138,1,0,0
2035,2957,1511,1,0,0
2035,2958,8915,1,0,0
2035,2959,8881,1,0,0
2035,2960,2746,1,0,0
2035,2961,3163,1,0,0
2035,2962,11136,1,0,0
2035,2963,11135,1,0,0
2035,2964,11135,1,0,0
2035,2965,11136,1,0,0
2035,2966,10685,1,0,0
