year,mgra_13,mgra_15,MoHub_carshare_flag,univ_flag,MLB_flag
2035,782,11022,1,0,0
2035,783,7391,1,0,0
2035,784,8296,1,0,0
2035,785,11020,1,0,0
2035,786,11026,1,0,0
2035,787,11028,1,0,0
2035,788,11029,1,0,0
2035,789,11026,1,0,0
2035,790,11024,1,0,0
2035,791,11025,1,0,0
2035,792,10698,1,0,0
2035,793,6712,1,0,0
2035,794,10699,1,0,0
2035,795,3196,1,0,0
2035,796,1772,1,0,0
2035,797,10699,1,0,0
2035,798,2098,1,0,0
2035,799,3324,1,0,0
2035,800,2962,1,0,0
2035,801,10503,1,0,0
2035,802,10504,1,0,0
2035,803,8754,1,0,0
2035,804,6000,1,0,0
2035,805,6432,1,0,0
2035,806,8077,1,0,0
2035,807,7378,1,0,0
2035,818,7422,1,0,0
2035,819,11037,1,0,0
2035,820,11037,1,0,0
2035,821,11035,1,0,0
2035,822,11042,1,0,0
2035,823,11033,1,0,0
2035,824,11042,1,0,0
2035,825,11044,1,0,0
2035,826,11043,1,0,0
2035,827,11034,1,0,0
2035,828,11041,1,0,0
2035,829,5069,1,0,0
2035,830,11033,1,0,0
2035,831,4286,1,0,0
2035,832,11030,1,0,0
2035,833,11031,1,0,0
2035,834,11027,1,0,0
2035,835,11027,1,0,0
2035,836,11027,1,0,0
2035,837,11032,1,0,0
2035,838,11031,1,0,0
2035,839,4286,1,0,0
2035,840,11031,1,0,0
2035,841,508,1,0,0
2035,842,5073,1,0,0
2035,843,5203,1,0,0
2035,844,8754,1,0,0
2035,845,4081,1,0,0
2035,846,1529,1,0,0
2035,847,2772,1,0,0
2035,848,3495,1,0,0
2035,849,2721,1,0,0
2035,850,7160,1,0,0
2035,851,1892,1,0,0
2035,852,8716,1,0,0
2035,853,6510,1,0,0
2035,854,10381,1,0,0
2035,855,7230,1,0,0
2035,856,4351,1,0,0
2035,857,1798,1,0,0
2035,858,3494,1,0,0
2035,859,7354,1,0,0
2035,860,9007,1,0,0
2035,861,885,1,0,0
2035,862,6032,1,0,0
2035,863,11117,1,0,0
2035,864,4082,1,0,0
2035,865,11117,1,0,0
2035,866,2437,1,0,0
2035,867,10506,1,0,0
2035,868,10505,1,0,0
2035,869,4083,1,0,0
2035,870,5926,1,0,0
2035,871,11112,1,0,0
2035,872,3674,1,0,0
2035,873,11113,1,0,0
2035,874,5416,1,0,0
2035,875,11111,1,0,0
2035,876,11110,1,0,0
2035,877,11111,1,0,0
2035,878,5416,1,0,0
2035,879,8965,1,0,0
2035,880,11115,1,0,0
2035,881,11116,1,0,0
2035,882,11109,1,0,0
2035,883,4295,1,0,0
2035,884,7141,1,0,0
2035,885,8965,1,0,0
2035,886,11114,1,0,0
2035,887,6306,1,0,0
2035,888,8814,1,0,0
2035,889,11106,1,0,0
2035,890,11108,1,0,0
2035,891,11104,1,0,0
2035,892,11105,1,0,0
2035,893,5688,1,0,0
2035,894,11103,1,0,0
2035,917,5671,1,0,0
2035,966,3913,1,0,0
2035,967,2949,1,0,0
2035,968,5055,1,0,0
2035,969,3911,1,0,0
2035,970,660,1,0,0
2035,971,2501,1,0,0
2035,972,3912,1,0,0
2035,973,1323,1,0,0
2035,974,3915,1,0,0
2035,975,1346,1,0,0
2035,976,3215,1,0,0
2035,977,1954,1,0,0
2035,978,1085,1,0,0
2035,979,667,1,0,0
2035,980,1375,1,0,0
2035,981,1687,1,0,0
2035,982,7017,1,0,0
2035,983,10382,1,0,0
2035,984,11814,1,0,0
2035,985,8269,1,0,0
2035,986,1479,1,0,0
2035,987,11807,1,0,0
2035,988,11806,1,0,0
2035,989,5314,1,0,0
2035,990,4055,1,0,0
2035,991,2693,1,0,0
2035,992,3711,1,0,0
2035,993,10383,1,0,0
2035,994,8103,1,0,0
2035,995,2159,1,0,0
2035,996,7468,1,0,0
2035,997,6400,1,0,0
2035,998,6694,1,0,0
2035,999,6694,1,0,0
2035,1000,11805,1,0,0
2035,1001,11803,1,0,0
2035,1002,11801,1,0,0
2035,1003,11804,1,0,0
2035,1004,11802,1,0,0
2035,1005,11800,1,0,0
2035,1006,11805,1,0,0
2035,1007,5195,1,0,0
2035,1008,9021,1,0,0
2035,1009,5195,1,0,0
2035,1010,9021,1,0,0
2035,1011,9021,1,0,0
2035,1012,11799,1,0,0
2035,1013,11798,1,0,0
2035,1014,11795,1,0,0
2035,1015,11796,1,0,0
