Zip_Code,Lat_ft,Long_ft
95306,3574850,5424880
95307,3633340,5194680
95310,3808550,5362980
95311,3676530,5444340
95313,3589710,5170300
95315,3584160,5246970
95316,3630130,5265310
95317,3479030,5319380
95318,3665240,5515890
95320,3730570,5181500
95321,3731090,5498830
95322,3503640,5184900
95323,3649090,5279920
95324,3574700,5210510
95326,3646200,5225400
95327,3742340,5335900
95328,3634770,5207710
95329,3679900,5357810
95330,3733130,5097430
95333,3513810,5400280
95334,3559490,5251690
95335,3863290,5499110
95336,3738760,5130610
95337,3705460,5115440
95338,3608700,5489610
95340,3557340,5361900
95341,3512750,5321540
95345,3632600,5480980
95346,3803200,5447390
95348,3559450,5319900
95350,3677020,5181280
95351,3659670,5182700
95354,3664010,5192860
95355,3676220,5198520
95356,3694710,5176130
95357,3673720,5215920
95358,3657550,5153530
95360,3533840,5107230
95361,3715600,5248150
95363,3600750,5105550
95364,3911840,5508040
95365,3528920,5375660
95366,3712330,5148480
95367,3697800,5200080
95368,3693770,5158280
95369,3615930,5351510
95370,3784870,5376330
95372,3785160,5402290
95374,3548250,5215630
95376,3707050,5059500
95377,3667540,5042490
95379,3762570,5409950
95380,3602920,5216820
95382,3623080,5224220
95383,3802330,5418220
95385,3663080,5108720
95386,3674950,5290340
95388,3582670,5308970
95389,3689410,5603800
95391,3720520,5021930
95401,3989480,4681450
95403,4007690,4694060
95404,3992470,4722010
95405,3982880,4717030
95407,3968070,4694250
95409,3988270,4737450
95410,4281980,4447380
95412,4089890,4527680
95415,4205980,4524930
95417,4452880,4477260
95420,4340930,4421720
95421,4064260,4565890
95422,4177180,4760930
95423,4231420,4739590
95425,4119580,4627150
95426,4130010,4698930
95427,4306000,4476390
95428,4476670,4613130
95429,4454380,4555990
95432,4254930,4443170
95436,4006650,4648220
95437,4376880,4448770
95439,4004310,4687760
95441,4097960,4641320
95442,3956110,4759060
95443,4199900,4710500
95444,3982910,4660380
95445,4142260,4507500
95446,4020570,4622120
95448,4053220,4668360
95449,4169500,4602870
95450,4015890,4569230
95451,4170540,4691530
95452,3975730,4756110
95453,4213470,4646430
95454,4482900,4514290
95456,4303770,4429080
95457,4139620,4767540
95458,4213270,4697120
95459,4206320,4461180
95460,4320780,4438260
95461,4100700,4741990
95462,3998570,4615400
95464,4228460,4683390
95465,3975230,4616620
95466,4237230,4484730
95467,4112750,4759760
95468,4174020,4481740
95469,4341520,4625170
95470,4304760,4552930
95472,3971180,4658460
95476,3910140,4774530
95482,4251840,4569890
95485,4271040,4661930
95488,4454370,4441370
95490,4373390,4539790
95492,4023290,4678380
95493,4262470,4647960
95494,4173440,4547390
95497,4106000,4493360
95501,4873260,4356570
95503,4841540,4369510
95511,4630930,4486330
95514,4681360,4481960
95519,4928170,4392560
95521,4890460,4390900
95524,4879110,4390390
95525,4923530,4445750
95526,4729950,4501080
95527,4855640,4563790
95528,4755380,4415770
95531,5229650,4427340
95536,4754260,4320180
95540,4796880,4357670
95542,4618420,4420260
95543,5277720,4478960
95546,5029930,4486130
95547,4782300,4369160
95548,5170020,4411430
95549,4804290,4421640
95550,4847020,4455110
95551,4825660,4327160
95552,4689180,4560770
95554,4677040,4421570
95555,5078280,4410310
95556,5039680,4539180
95558,4689020,4323020
95560,4626690,4418320
95562,4756850,4350650
95563,4875100,4509940
95564,4873140,4342140
95565,4742430,4381030
95567,5297450,4393390
95568,5151090,4596790
95569,4703880,4420430
95570,4994820,4393200
95573,4923570,4500560
95585,4509910,4460140
95587,4551900,4453760
95589,4592920,4379980
95595,4629330,4550260
95602,4160150,5172690
95603,4132640,5181680
95605,4020750,5043900
95606,4109760,4848980
95607,4069190,4881960
95608,4029720,5105180
95610,4054190,5122600
95612,3950560,5030700
95614,4120780,5207480
95615,3917810,5035240
95616,4012040,4967640
95618,4005290,5006080
95619,4043350,5253700
95620,3958210,4977760
95621,4054670,5112220
95623,4014890,5240640
95624,3960660,5109950
95626,4070400,5069770
95627,4076010,4912010
95628,4038350,5126750
95629,3981770,5290250
95630,4042200,5159210
95631,4185850,5319830
95632,3899130,5122360
95633,4103880,5251300
95634,4129530,5286400
95635,4128810,5228970
95636,4032890,5345360
95637,4123030,4858440
95638,3922610,5161430
95640,3918260,5211170
95641,3861160,5018150
95642,3917990,5263200
95645,4128870,4985560
95648,4137360,5114760
95650,4095640,5154040
95651,4100560,5224140
95652,4044180,5084640
95653,4061460,4920010
95655,4002510,5115500
95658,4119850,5159890
95659,4116810,5040180
95660,4049430,5091200
95661,4070790,5129810
95662,4051360,5137370
95663,4111880,5150600
95664,4089300,5187670
95665,3938370,5295400
95666,3990360,5406950
95667,4061850,5261690
95668,4102850,5062370
95669,3974020,5228810
95670,4021590,5118520
95672,4061300,5202100
95673,4054850,5069750
95674,4152740,5067640
95677,4088980,5135790
95678,4080100,5119020
95679,4144160,4817900
95681,4168440,5104580
95682,4018010,5209080
95683,3984040,5167090
95684,4007420,5336210
95685,3948650,5260350
95687,3931350,4931350
95688,3964120,4901130
95689,3965900,5306740
95690,3891000,5027350
95691,4030200,5032200
95692,4184960,5091390
95693,3942390,5129430
95694,4016040,4910460
95695,4061680,4955350
95698,4109290,4938480
95701,4247100,5281990
95703,4161480,5208570
95709,4066750,5292870
95713,4194180,5228440
95714,4231210,5256840
95715,4249900,5314530
95717,4219810,5250960
95720,4075230,5423530
95721,4084340,5464170
95722,4163680,5197420
95724,4247590,5371450
95726,4079080,5340880
95728,4302960,5354800
95735,4072730,5457760
95742,4012450,5139780
95746,4072350,5152170
95747,4085750,5094610
95757,3929030,5066860
95758,3959370,5068390
95762,4045950,5183860
95765,4099710,5123720
95776,4054750,5000650
95811,4018260,5058240
95814,4015870,5056370
95815,4024020,5071720
95816,4013320,5064920
95817,4004190,5067110
95818,4006760,5055560
95819,4010420,5072850
95820,3998190,5070240
95821,4030390,5088950
95822,3990790,5055130
95823,3976540,5069430
95824,3991840,5070820
95825,4017810,5082020
95826,4001230,5089120
95827,4003250,5104100
95828,3980870,5083260
95829,3979560,5100750
95830,3981430,5118240
95831,3985080,5045160
95832,3967150,5054050
95833,4028390,5051670
95834,4038910,5049720
95835,4049100,5049390
95836,4069910,5043870
95837,4059630,5031020
95838,4039000,5072330
95841,4042350,5100150
95842,4052360,5100280
95843,4062940,5097170
95864,4015770,5090450
95901,4245370,5074370
95903,4214050,5095390
95910,4339270,5258850
95912,4178860,4912930
95914,4317750,5107150
95915,4518940,5131230
95916,4421460,5115630
95917,4325910,4994560
95918,4270450,5116640
95919,4320950,5134250
95920,4343880,4946760
95922,4339190,5220580
95923,4592420,5181830
95925,4333180,5159860
95926,4446660,4979260
95928,4432450,4986840
95932,4272490,4917670
95934,4552230,5245270
95935,4300070,5155070
95936,4381800,5259000
95937,4127590,4894330
95938,4391760,4978270
95939,4374970,4754190
95941,4380180,5158520
95942,4564750,5077150
95943,4393020,4924930
95944,4356810,5272300
95945,4239460,5230110
95946,4233670,5148400
95947,4592030,5256840
95948,4298250,4996910
95949,4200400,5172330
95951,4443150,4936960
95953,4265030,4996320
95954,4512770,5064190
95955,4293910,4883790
95956,4489350,5213870
95957,4187720,4978520
95959,4285270,5239340
95960,4304930,5190790
95961,4183290,5045270
95962,4288920,5139080
95963,4444430,4839280
95965,4403930,5050940
95966,4342830,5093080
95968,4328380,5055440
95969,4435810,5038340
95970,4327720,4907730
95971,4496430,5214200
95972,4315270,5118440
95973,4489640,4972020
95975,4246280,5165900
95977,4235300,5128950
95979,4294010,4786070
95981,4429220,5209650
95982,4247400,4974570
95983,4537360,5301850
95984,4544490,5182410
95987,4216720,4842370
95988,4369350,4844250
95991,4179220,5031110
95993,4200600,5011620
96001,4768960,4821080
96002,4741470,4862040
96003,4792760,4866910
96006,4965760,5256340
96007,4713390,4865980
96008,4814920,4931150
96010,4857840,4625720
96013,4882160,5050820
96014,5039440,4757420
96015,5099710,5244930
96016,4862480,5095680
96017,4946610,4875830
96019,4798760,4848210
96020,4631750,5144160
96021,4513290,4811380
96022,4672820,4804030
96023,5247880,4961050
96024,4776360,4709720
96025,4996130,4873220
96027,5070730,4705880
96028,4922680,5095710
96031,4999950,4640940
96032,5153520,4724360
96033,4813740,4789310
96034,5086160,4785950
96035,4557250,4887060
96038,5133890,4824310
96039,5241350,4589210
96040,4824970,5118370
96041,4750440,4633410
96044,5267330,4834420
96046,4803140,4535930
96047,4723620,4750280
96048,4857310,4665540
96050,5245690,4728800
96051,4910340,4859900
96052,4869840,4724220
96054,5008420,5248210
96055,4567150,4919540
96056,4889150,5204120
96057,5000760,4966460
96058,5200050,5018070
96059,4693160,4969050
96061,4664970,5082450
96062,4753560,4925390
96063,4654490,5115800
96064,5187430,4885130
96065,4896820,4958100
96067,5040630,4878910
96069,4804670,4967530
96071,4748280,5100780
96073,4755270,4887590
96075,4672600,5003810
96076,4705700,4678500
96080,4611330,4832930
96085,5209130,4706390
96086,5241170,4631790
96087,4772970,4812870
96088,4728570,4999230
96091,4959530,4771840
96093,4830590,4689380
96094,5080860,4844240
96096,4775680,4996050
96097,5198170,4793810
96101,5071040,5389780
96103,4451190,5306310
96104,5030550,5489540
96105,4448590,5441070
96106,4425450,5350250
96107,3897240,5653450
96108,5192520,5315320
96109,4500150,5477050
96111,4299290,5483810
96112,5216490,5500210
96113,4608160,5459720
96114,4586360,5344120
96115,5140630,5490380
96116,4985810,5378510
96117,4680110,5409390
96118,4399960,5452130
96119,4924910,5374720
96120,4036490,5533010
96121,4583340,5398840
96122,4486690,5396590
96123,4870900,5467870
96124,4373720,5354850
96125,4363600,5307410
96126,4360170,5437090
96128,4649620,5399400
96129,4440320,5388340
96130,4720420,5333590
96132,4849860,5360620
96133,4004450,5615290
96134,5188770,5115670
96136,4656230,5431750
96137,4633080,5203390
96140,4238240,5464680
96141,4175910,5429040
96142,4173370,5445450
96143,4252130,5484180
96145,4205300,5451770
96146,4223820,5430380
96148,4241480,5477760
96150,4119250,5479040
96161,4273680,5440010
96162,4269010,5397860
