Zip Code,Lat,Long,Lat Feet,Long Feet
94548,37.975,-121.649,3796780,5000970
94549,37.9011,-122.117,3777110,4864200
94550,37.5121,-121.625,3627510,4999210
94551,37.7489,-121.765,3716020,4963190
94552,37.7065,-122.009,3704400,4891560
94553,37.9817,-122.165,3807330,4851930
94555,37.5476,-122.081,3647640,4867350
94556,37.8329,-122.111,3752140,4864560
94558,38.4987,-122.266,3997560,4833800
94559,38.2393,-122.331,3904020,4809720
94560,37.5185,-122.037,3636310,4879500
94561,38.0314,-121.657,3817450,4999770
94563,37.8717,-122.187,3767530,4843460
94564,37.9943,-122.285,3813880,4817590
94565,38.0164,-121.911,3815890,4925940
94566,37.6511,-121.855,3681780,4935010
94567,38.6716,-122.443,4063750,4786690
94568,37.7136,-121.917,3705520,4918420
94569,38.0455,-122.188,3830960,4846870
94571,38.1763,-121.755,3871820,4974130
94572,38.0257,-122.245,3824670,4829990
94574,38.5365,-122.396,4013630,4797240
94576,38.5501,-122.477,4019940,4774480
94577,37.7166,-122.165,3710610,4846680
94578,37.7065,-122.125,3706270,4857850
94579,37.6865,-122.158,3699540,4848050
94580,37.6759,-122.135,3695300,4854270
94582,37.7633,-121.915,3723630,4919980
94583,37.766,-121.99,3725820,4898180
94585,38.1648,-121.951,3870650,4917620
94586,37.5696,-121.87,3652270,4929170
94587,37.5996,-122.045,3666020,4878790
94588,37.7188,-121.881,3706870,4928960
94589,38.1409,-122.248,3866770,4831410
94590,38.1037,-122.249,3853200,4830410
94591,38.1171,-122.199,3857240,4844980
94592,38.1254,-122.312,3862150,4812770
94595,37.8714,-122.069,3765490,4877550
94596,37.8883,-122.036,3771160,4887260
94597,37.9181,-122.071,3782600,4877760
94598,37.903,-121.999,3775920,4898480
94599,38.4093,-122.367,3966700,4802760
94601,37.7769,-122.218,3733500,4832480
94602,37.8041,-122.207,3743210,4836200
94603,37.739,-122.176,3718970,4843750
94605,37.7602,-122.149,3726270,4852170
94606,37.7925,-122.245,3739620,4825070
94607,37.8083,-122.298,3746280,4809910
94608,37.8357,-122.285,3756060,4814390
94609,37.8347,-122.264,3755330,4820350
94610,37.812,-122.241,3746680,4826650
94611,37.8314,-122.216,3753330,4834090
94612,37.8086,-122.267,3745880,4818900
94613,37.7807,-122.183,3734310,4842680
94618,37.8445,-122.238,3758470,4828080
94619,37.7918,-122.174,3738190,4845510
94621,37.7364,-122.207,3718550,4834740
94702,37.866,-122.286,3767130,4814640
94703,37.8641,-122.276,3766260,4817640
94704,37.8665,-122.253,3766750,4824110
94705,37.8593,-122.241,3763930,4827560
94706,37.8899,-122.295,3776000,4812520
94707,37.8982,-122.279,3778760,4817300
94708,37.9003,-122.26,3779180,4823000
94709,37.8791,-122.267,3771580,4820520
94710,37.8707,-122.303,3769120,4809720
94720,37.8752,-122.243,3769760,4827250
94801,37.9521,-122.379,3800080,4789520
94803,37.9619,-122.282,3802020,4817870
94804,37.9209,-122.342,3788080,4799740
94805,37.9418,-122.322,3795340,4805990
94806,37.9782,-122.336,3808880,4802470
94901,37.9772,-122.505,3811410,4753690
94903,38.0233,-122.547,3828920,4742750
94904,37.9478,-122.545,3801370,4741550
94920,37.8874,-122.465,3777970,4763300
94922,38.3351,-122.948,3949870,4634340
94923,38.3369,-123.027,3952030,4611580
94924,37.9287,-122.703,3797200,4695660
94925,37.9228,-122.513,3791690,4750410
94928,38.3463,-122.695,3949370,4707210
94929,38.251,-122.957,3919380,4629860
94930,37.9636,-122.628,3808590,4717930
94931,38.3259,-122.718,3942340,4700090
94933,38.0118,-122.688,3827230,4701680
94937,38.0906,-122.923,3860250,4635690
94938,38.0121,-122.704,3827650,4697050
94939,37.9381,-122.533,3797640,4744860
94940,38.1951,-122.89,3897740,4647830
94941,37.8931,-122.565,3781770,4734530
94945,38.1289,-122.556,3867600,4742450
94946,38.0519,-122.705,3842150,4697780
94947,38.1128,-122.633,3863090,4719780
94949,38.0653,-122.54,3844120,4745680
94951,38.3236,-122.639,3940130,4722820
94952,38.2197,-122.776,3904620,4681190
94954,38.2263,-122.559,3903170,4743850
94956,38.0045,-122.793,3826460,4671240
94957,37.9635,-122.563,3807410,4736620
94960,37.9973,-122.578,3819990,4733160
94963,37.9998,-122.675,3822610,4705250
94964,37.9425,-122.492,3798530,4756860
94965,37.8461,-122.517,3763790,4747570
94970,37.9216,-122.658,3793810,4708380
94971,38.2406,-122.913,3914780,4642100
94972,38.3146,-122.927,3942040,4639770
94973,38.0033,-122.644,3823350,4714390
95002,37.4472,-121.992,3609590,4891160
95003,37.0099,-121.88,3448470,4915320
95004,36.8764,-121.636,3396050,4984090
95005,37.0982,-122.094,3484070,4854620
95006,37.1714,-122.15,3511660,4839590
95008,37.28,-121.955,3548060,4898750
95010,36.9772,-121.955,3437730,4892650
95012,36.7769,-121.751,3361580,4948530
95013,37.2068,-121.753,3518250,4955990
95014,37.3041,-122.095,3559130,4858320
95017,37.061,-122.212,3472490,4819180
95018,37.0796,-122.057,3476700,4865030
95019,36.9364,-121.777,3420070,4943840
95020,37.0079,-121.579,3443100,5002990
95023,36.8577,-121.25,3383560,5096640
95030,37.2232,-121.988,3527910,4887890
95032,37.2158,-121.928,3524250,4905300
95033,37.1492,-121.96,3500490,4894610
95035,37.4382,-121.818,3603590,4941700
95037,37.1582,-121.595,3498120,5001190
95039,36.8296,-121.776,3381160,4942240
95043,36.4839,-120.952,3243380,5177820
95045,36.8508,-121.52,3384970,5017580
95046,37.0873,-121.601,3472360,4998130
95050,37.3505,-121.952,3573720,4900890
95051,37.3487,-121.984,3573570,4891510
95053,37.3494,-121.938,3573100,4905080
95054,37.3933,-121.965,3589510,4898130
95060,37.0594,-122.158,3470980,4835150
95062,36.973,-121.99,3436760,4882420
95064,36.9996,-122.062,3447650,4861880
95065,37.0326,-121.984,3458380,4885380
95066,37.0742,-122.011,3473990,4878190
95070,37.2556,-122.049,3540700,4870940
95073,37.0313,-121.947,3457340,4895920
95076,36.9406,-121.75,3421180,4951800
95110,37.3464,-121.909,3571540,4913240
95111,37.2847,-121.828,3547770,4935760
95112,37.344,-121.883,3570240,4921010
95113,37.3333,-121.892,3566500,4918070
95116,37.3506,-121.852,3572200,4929920
95117,37.3101,-121.963,3559170,4897040
95118,37.2553,-121.891,3538050,4916930
95119,37.2316,-121.789,3527840,4946100
95120,37.1989,-121.836,3516650,4931690
95121,37.3044,-121.809,3554670,4941650
95122,37.3291,-121.835,3564060,4934710
95123,37.2438,-121.83,3532910,4934360
95124,37.2569,-121.923,3539150,4907530
95125,37.2954,-121.893,3552690,4916910
95126,37.3271,-121.917,3564640,4910700
95127,37.3753,-121.794,3580290,4947260
95128,37.3158,-121.936,3560810,4904930
95129,37.3059,-122.002,3558260,4885630
95130,37.2873,-121.982,3551180,4890960
95131,37.3869,-121.898,3586140,4917470
95132,37.4151,-121.823,3595220,4939750
95133,37.3717,-121.86,3580000,4928070
95134,37.4294,-121.946,3602360,4904370
95135,37.283,-121.71,3545340,4970060
95136,37.2702,-121.851,3542870,4928620
95138,37.2449,-121.736,3531870,4961830
95139,37.224,-121.766,3524700,4952620
95140,37.3883,-121.668,3583080,4984430
95141,37.1755,-121.748,3506750,4956840
95148,37.335,-121.776,3565320,4951800
95192,37.3352,-121.881,3567010,4921240
95202,37.9598,-121.288,3786010,5105030
95203,37.9521,-121.331,3783800,5092420
95204,37.9733,-121.321,3791370,5095720
95205,37.9654,-121.261,3787670,5112930
95206,37.9138,-121.426,3771170,5064150
95207,38.0023,-121.325,3802040,5094990
95209,38.0469,-121.35,3818650,5088530
95210,38.0305,-121.299,3811950,5102890
95211,37.9801,-121.314,3793770,5097870
95212,38.0475,-121.228,3817190,5123670
95215,37.9439,-121.149,3778270,5144900
95219,38.0209,-121.477,3811000,5051490
95220,38.2006,-121.191,3872560,5137170
95222,38.0552,-120.579,3811600,5311390
95223,38.3919,-120.174,3929960,5432710
95228,37.9428,-120.68,3771820,5280330
95230,37.9639,-120.842,3781530,5233980
95231,37.8773,-121.296,3755980,5101290
95232,38.3577,-120.586,3922180,5313710
95236,38.0548,-121.031,3817150,5180740
95237,38.1646,-121.133,3858610,5153110
95240,38.1176,-121.168,3841950,5142410
95242,38.1403,-121.423,3853770,5069250
95245,38.3183,-120.525,3907070,5330760
95246,38.2281,-120.505,3873890,5335200
95247,38.1165,-120.449,3832460,5349790
95249,38.1853,-120.626,3859700,5299730
95251,38.1031,-120.469,3827810,5343710
95252,38.1599,-120.828,3852920,5241190
95255,38.4323,-120.357,3946780,5380860
95257,38.3825,-120.437,3929490,5357050
95258,38.1651,-121.312,3861280,5101610
95301,37.3106,-120.645,3540730,5280870
95303,37.4752,-120.666,3601020,5277230
95304,37.7185,-121.381,3699250,5073780
95306,37.4197,-120.155,3574850,5424880
95307,37.5538,-120.954,3633340,5194680
95310,38.0526,-120.4,3808550,5362980
95311,37.7,-120.101,3676530,5444340
95313,37.4313,-121.031,3589710,5170300
95315,37.4255,-120.767,3584160,5246970
95316,37.5534,-120.711,3630130,5265310
95317,37.1461,-120.504,3479030,5319380
95318,37.6761,-119.854,3665240,5515890
95320,37.8181,-121.015,3730570,5181500
95321,37.8545,-119.92,3731090,5498830
95322,37.1976,-120.968,3503640,5184900
95323,37.607,-120.664,3649090,5279920
95324,37.3952,-120.891,3574700,5210510
95326,37.5927,-120.851,3646200,5225400
95327,37.8685,-120.484,3742340,5335900
95328,37.5593,-120.91,3634770,5207710
95329,37.7001,-120.4,3679900,5357810
95330,37.8143,-121.305,3733130,5097430
95333,37.2501,-120.232,3513810,5400280
95334,37.3586,-120.747,3559490,5251690
95335,38.2161,-119.936,3863290,5499110
95336,37.834,-121.192,3738760,5130610
95337,37.741,-121.238,3705460,5115440
95338,37.5188,-119.937,3608700,5489610
95340,37.3651,-120.369,3557340,5361900
95341,37.2386,-120.501,3512750,5321540
95345,37.5834,-119.97,3632600,5480980
95346,38.0468,-120.107,3803200,5447390
95348,37.3663,-120.513,3559450,5319900
95350,37.6716,-121.007,3677020,5181280
95351,37.6243,-121,3659670,5182700
95354,37.6374,-120.965,3664010,5192860
95355,37.6715,-120.948,3676220,5198520
95356,37.7193,-121.028,3694710,5176130
95357,37.6668,-120.887,3673720,5215920
95358,37.6148,-121.1,3657550,5153530
95360,37.2703,-121.238,3533840,5107230
95361,37.7853,-120.783,3715600,5248150
95363,37.4533,-121.255,3600750,5105550
95364,38.3498,-119.911,3911840,5508040
95365,37.2888,-120.318,3528920,5375660
95366,37.764,-121.126,3712330,5148480
95367,37.7308,-120.946,3697800,5200080
95368,37.7145,-121.089,3693770,5158280
95369,37.5243,-120.413,3615930,5351510
95370,37.9893,-120.35,3784870,5376330
95372,37.9928,-120.261,3785160,5402290
95374,37.3235,-120.869,3548250,5215630
95376,37.7378,-121.431,3707050,5059500
95377,37.6275,-121.483,3667540,5042490
95379,37.9318,-120.231,3762570,5409950
95380,37.4732,-120.873,3602920,5216820
95382,37.5293,-120.851,3623080,5224220
95383,38.0415,-120.208,3802330,5418220
95385,37.6241,-121.255,3663080,5108720
95386,37.679,-120.631,3674950,5290340
95388,37.4286,-120.554,3582670,5308970
95389,37.7502,-119.553,3689410,5603800
95391,37.7695,-121.563,3720520,5021930
95401,38.4514,-122.793,3989480,4681450
95403,38.5032,-122.753,4007690,4694060
95404,38.4664,-122.653,3992470,4722010
95405,38.4394,-122.668,3982880,4717030
95407,38.3951,-122.744,3968070,4694250
95409,38.4575,-122.599,3988270,4737450
95410,39.2061,-123.678,4281980,4447380
95412,38.6978,-123.351,4089890,4527680
95415,39.0138,-123.388,4205980,4524930
95417,39.6772,-123.615,4452880,4477260
95420,39.3616,-123.782,4340930,4421720
95421,38.635,-123.212,4064260,4565890
95422,38.9768,-122.557,4177180,4760930
95423,39.1212,-122.643,4231420,4739590
95425,38.7969,-123.011,4119580,4627150
95426,38.8378,-122.763,4130010,4698930
95427,39.2772,-123.582,4306000,4476390
95428,39.7674,-123.142,4476670,4613130
95429,39.6962,-123.338,4454380,4555990
95432,39.1316,-123.686,4254930,4443170
95436,38.4925,-122.912,4006650,4648220
95437,39.4648,-123.697,4376880,4448770
95439,38.4929,-122.775,4004310,4687760
95441,38.7403,-122.957,4097960,4641320
95442,38.3733,-122.517,3956110,4759060
95443,39.0303,-122.738,4199900,4710500
95444,38.4298,-122.865,3982910,4660380
95445,38.8368,-123.433,4142260,4507500
95446,38.5259,-123.006,4020570,4622120
95448,38.623,-122.853,4053220,4668360
95449,38.9286,-123.107,4169500,4602870
95450,38.5036,-123.189,4015890,4569230
95451,38.9471,-122.798,4170540,4691530
95452,38.4264,-122.531,3975730,4756110
95453,39.0563,-122.965,4213470,4646430
95454,39.7661,-123.492,4482900,4514290
95456,39.2619,-123.747,4303770,4429080
95457,38.8755,-122.526,4139620,4767540
95458,39.0645,-122.788,4213270,4697120
95459,39.0027,-123.611,4206320,4461180
95460,39.31,-123.719,4320780,4438260
95461,38.7651,-122.607,4100700,4741990
95462,38.4646,-123.025,3998570,4615400
95464,39.1036,-122.839,4228460,4683390
95465,38.4012,-123.015,3975230,4616620
95466,39.0914,-123.536,4237230,4484730
95467,38.8009,-122.547,4112750,4759760
95468,38.9185,-123.531,4174020,4481740
95469,39.4015,-123.069,4341520,4625170
95470,39.2882,-123.313,4304760,4552930
95472,38.3975,-122.869,3971180,4658460
95476,38.2503,-122.454,3910140,4774530
95482,39.1471,-123.241,4251840,4569890
95485,39.2159,-122.924,4271040,4661930
95488,39.6743,-123.742,4454370,4441370
95490,39.4727,-123.376,4373390,4539790
95492,38.5431,-122.811,4023290,4678380
95493,39.1901,-122.971,4262470,4647960
95494,38.9293,-123.302,4173440,4547390
95497,38.7353,-123.474,4106000,4493360
95501,40.7955,-124.153,4873260,4356570
95503,40.7121,-124.098,4841540,4369510
95511,40.1632,-123.628,4630930,4486330
95514,40.2995,-123.656,4681360,4481960
95519,40.9518,-124.039,4928170,4392560
95521,40.8492,-124.035,4890460,4390900
95524,40.8183,-124.033,4879110,4390390
95525,40.9499,-123.847,4923530,4445750
95526,40.4352,-123.6,4729950,4501080
95527,40.7884,-123.408,4855640,4563790
95528,40.4875,-123.91,4755380,4415770
95531,41.7756,-123.995,5229650,4427340
95536,40.465,-124.25,4754260,4320180
95540,40.5884,-124.128,4796880,4357670
95542,40.1162,-123.859,4618420,4420260
95543,41.916,-123.821,5277720,4478960
95546,41.2465,-123.73,5029930,4486130
95547,40.5512,-124.083,4782300,4369160
95548,41.6111,-124.036,5170020,4411430
95549,40.6215,-123.902,4804290,4421640
95550,40.7441,-123.794,4847020,4455110
95551,40.6603,-124.245,4825660,4327160
95552,40.3357,-123.378,4689180,4560770
95554,40.2759,-123.869,4677040,4421570
95555,41.3624,-124.015,5078280,4410310
95556,41.283,-123.542,5039680,4539180
95558,40.2884,-124.222,4689020,4323020
95560,40.1384,-123.868,4626690,4418320
95562,40.4783,-124.142,4756850,4350650
95563,40.831,-123.605,4875100,4509940
95564,40.7922,-124.204,4873140,4342140
95565,40.4454,-124.03,4742430,4381030
95567,41.9522,-124.136,5297450,4393390
95568,41.5958,-123.363,5151090,4596790
95569,40.3486,-123.88,4703880,4420430
95570,41.1327,-124.054,4994820,4393200
95573,40.9607,-123.651,4923570,4500560
95585,39.8291,-123.69,4509910,4460140
95587,39.942,-123.723,4551900,4453760
95589,40.039,-123.995,4592920,4379980
95595,40.1711,-123.401,4629330,4550260
95602,38.9906,-121.114,4160150,5172690
95603,38.9167,-121.078,4132640,5181680
95605,38.5929,-121.54,4020750,5043900
95606,38.8071,-122.236,4109760,4848980
95607,38.7015,-122.113,4069190,4881960
95608,38.6258,-121.328,4029720,5105180
95610,38.6949,-121.272,4054190,5122600
95612,38.3994,-121.573,3950560,5030700
95614,38.8875,-120.986,4120780,5207480
95615,38.3106,-121.552,3917810,5035240
95616,38.5583,-121.804,4012040,4967640
95618,38.5454,-121.669,4005290,5006080
95619,38.6818,-120.813,4043350,5253700
95620,38.4128,-121.758,3958210,4977760
95621,38.6948,-121.308,4054670,5112220
95623,38.6025,-120.854,4014890,5240640
95624,38.4378,-121.3,3960660,5109950
95626,38.7321,-121.458,4070400,5069770
95627,38.7247,-122.009,4076010,4912010
95628,38.6522,-121.255,4038350,5126750
95629,38.5178,-120.677,3981770,5290250
95630,38.6669,-121.142,4042200,5159210
95631,39.0785,-120.603,4185850,5319830
95632,38.2713,-121.247,3899130,5122360
95633,38.8468,-120.831,4103880,5251300
95634,38.9209,-120.712,4129530,5286400
95635,38.9121,-120.913,4128810,5228970
95636,38.6638,-120.492,4032890,5345360
95637,38.8448,-122.205,4123030,4858440
95638,38.3405,-121.115,3922610,5161430
95640,38.3349,-120.942,3918260,5211170
95641,38.1534,-121.601,3861160,5018150
95642,38.3404,-120.761,3917990,5263200
95645,38.8798,-121.763,4128870,4985560
95648,38.9209,-121.313,4137360,5114760
95650,38.8122,-121.169,4095640,5154040
95651,38.8344,-120.925,4100560,5224140
95652,38.6625,-121.402,4044180,5084640
95653,38.6862,-121.979,4061460,4920010
95655,38.5528,-121.288,4002510,5115500
95658,38.879,-121.152,4119850,5159890
95659,38.8547,-121.57,4116810,5040180
95660,38.6777,-121.38,4049430,5091200
95661,38.7412,-121.249,4070790,5129810
95662,38.6891,-121.22,4051360,5137370
95663,38.8561,-121.184,4111880,5150600
95664,38.7991,-121.05,4089300,5187670
95665,38.3999,-120.652,3938370,5295400
95666,38.5542,-120.272,3990360,5406950
95667,38.7332,-120.788,4061850,5261690
95668,38.8196,-121.49,4102850,5062370
95669,38.4894,-120.889,3974020,5228810
95670,38.6053,-121.28,4021590,5118520
95672,38.7245,-120.996,4061300,5202100
95673,38.6896,-121.456,4054850,5069750
95674,38.9565,-121.48,4152740,5067640
95677,38.7916,-121.231,4088980,5135790
95678,38.7652,-121.288,4080100,5119020
95679,38.896,-122.351,4144160,4817900
95681,39.0044,-121.354,4168440,5104580
95682,38.6072,-120.965,4018010,5209080
95683,38.5091,-121.105,3984040,5167090
95684,38.5931,-120.52,4007420,5336210
95685,38.4238,-120.776,3948650,5260350
95687,38.3326,-121.914,3931350,4931350
95688,38.4176,-122.026,3964120,4901130
95689,38.4764,-120.617,3965900,5306740
95690,38.2362,-121.574,3891000,5027350
95691,38.6172,-121.582,4030200,5032200
95692,39.0476,-121.403,4184960,5091390
95693,38.3904,-121.229,3942390,5129430
95694,38.5608,-122.003,4016040,4910460
95695,38.6921,-121.856,4061680,4955350
95698,38.8195,-121.923,4109290,4938480
95701,39.2413,-120.745,4247100,5281990
95703,38.9988,-120.989,4161480,5208570
95709,38.7503,-120.68,4066750,5292870
95713,39.0905,-120.925,4194180,5228440
95714,39.1949,-120.831,4231210,5256840
95715,39.2527,-120.631,4249900,5314530
95717,39.1631,-120.85,4219810,5250960
95720,38.7878,-120.225,4075230,5423530
95721,38.8169,-120.085,4084340,5464170
95722,39.0034,-121.028,4163680,5197420
95724,39.2528,-120.431,4247590,5371450
95726,38.7894,-120.514,4079080,5340880
95728,39.402,-120.498,4302960,5354800
95735,38.7845,-120.106,4072730,5457760
95742,38.5832,-121.205,4012450,5139780
95746,38.7483,-121.172,4072350,5152170
95747,38.7773,-121.375,4085750,5094610
95757,38.3456,-121.444,3929030,5066860
95758,38.4287,-121.444,3959370,5068390
95762,38.6803,-121.057,4045950,5183860
95765,38.8193,-121.275,4099710,5123720
95776,38.6797,-121.697,4054750,5000650
95811,38.5881,-121.49,4018260,5058240
95814,38.5813,-121.496,4015870,5056370
95815,38.6057,-121.444,4024020,5071720
95816,38.5756,-121.465,4013320,5064920
95817,38.5509,-121.456,4004190,5067110
95818,38.5564,-121.497,4006760,5055560
95819,38.5687,-121.437,4010420,5072850
95820,38.5349,-121.444,3998190,5070240
95821,38.6254,-121.385,4030390,5088950
95822,38.5127,-121.496,3990790,5055130
95823,38.4757,-121.443,3976540,5069430
95824,38.5177,-121.441,3991840,5070820
95825,38.5901,-121.407,4017810,5082020
95826,38.5458,-121.379,4001230,5089120
95827,38.5533,-121.327,4003250,5104100
95828,38.4894,-121.396,3980870,5083260
95829,38.4882,-121.335,3979560,5100750
95830,38.4956,-121.275,3981430,5118240
95831,38.4957,-121.529,3985080,5045160
95832,38.448,-121.495,3967150,5054050
95833,38.6149,-121.514,4028390,5051670
95834,38.6433,-121.523,4038910,5049720
95835,38.6711,-121.526,4049100,5049390
95836,38.7272,-121.549,4069910,5043870
95837,38.6973,-121.592,4059630,5031020
95838,38.6467,-121.444,4039000,5072330
95841,38.6596,-121.348,4042350,5100150
95842,38.6869,-121.349,4052360,5100280
95843,38.7154,-121.362,4062940,5097170
95864,38.5857,-121.377,4015770,5090450
95901,39.2102,-121.473,4245370,5074370
95903,39.1276,-121.394,4214050,5095390
95910,39.4899,-120.841,4339270,5258850
95912,39.0055,-122.026,4178860,4912930
95914,39.412,-121.371,4317750,5107150
95915,39.9634,-121.32,4518940,5131230
95916,39.6958,-121.359,4421460,5115630
95917,39.4185,-121.768,4325910,4994560
95918,39.2843,-121.329,4270450,5116640
95919,39.4243,-121.276,4320950,5134250
95920,39.4605,-121.939,4343880,4946760
95922,39.485,-120.975,4339190,5220580
95923,40.17,-121.153,4592420,5181830
95925,39.461,-121.188,4333180,5159860
95926,39.7453,-121.844,4446660,4979260
95928,39.7077,-121.815,4432450,4986840
95932,39.2616,-122.028,4272490,4917670
95934,40.0686,-120.922,4552230,5245270
95935,39.3701,-121.199,4300070,5155070
95936,39.6059,-120.847,4381800,5259000
95937,38.8628,-122.081,4127590,4894330
95938,39.5956,-121.837,4391760,4978270
95939,39.5149,-122.623,4374970,4754190
95941,39.5889,-121.2,4380180,5158520
95942,40.0809,-121.52,4564750,5077150
95943,39.5912,-122.025,4393020,4924930
95944,39.5393,-120.796,4356810,5272300
95945,39.2142,-120.926,4239460,5230110
95946,39.1881,-121.211,4233670,5148400
95947,40.1783,-120.887,4592030,5256840
95948,39.3435,-121.754,4298250,4996910
95949,39.1004,-121.122,4200400,5172330
95951,39.7295,-121.993,4443150,4936960
95953,39.2528,-121.75,4265030,4996320
95954,39.9375,-121.556,4512770,5064190
95955,39.3147,-122.151,4293910,4883790
95956,39.8934,-121.023,4489350,5213870
95957,39.0394,-121.798,4187720,4978520
95959,39.3403,-120.901,4285270,5239340
95960,39.3879,-121.074,4304930,5190790
95961,39.0368,-121.564,4183290,5045270
95962,39.3376,-121.253,4288920,5139080
95963,39.7178,-122.338,4444430,4839280
95965,39.6394,-121.583,4403930,5050940
95966,39.4785,-121.424,4342830,5093080
95968,39.4339,-121.554,4328380,5055440
95969,39.7243,-121.634,4435810,5038340
95970,39.4106,-122.073,4327720,4907730
95971,39.9127,-121.023,4496430,5214200
95972,39.4067,-121.33,4315270,5118440
95973,39.8613,-121.878,4489640,4972020
95975,39.2248,-121.152,4246280,5165900
95977,39.19,-121.28,4235300,5128950
95979,39.2994,-122.493,4294010,4786070
95981,39.7291,-121.028,4429220,5209650
95982,39.2016,-121.823,4247400,4974570
95983,40.0348,-120.719,4537360,5301850
95984,40.0396,-121.143,4544490,5182410
95987,39.0978,-122.28,4216720,4842370
95988,39.5142,-122.305,4369350,4844250
95991,39.0238,-121.613,4179220,5031110
95993,39.0793,-121.685,4200600,5011620
96001,40.5979,-122.47,4768960,4821080
96002,40.5297,-122.318,4741470,4862040
96003,40.6698,-122.312,4792760,4866910
96006,41.1944,-120.949,4965760,5256340
96007,40.4539,-122.299,4713390,4865980
96008,40.74,-122.087,4814920,4931150
96010,40.8058,-123.187,4857840,4625720
96013,40.9404,-121.672,4882160,5050820
96014,41.3216,-122.757,5039440,4757420
96015,41.5566,-121.012,5099710,5244930
96016,40.8931,-121.508,4862480,5095680
96017,41.0891,-122.312,4946610,4875830
96019,40.6832,-122.38,4798760,4848210
96020,40.2723,-121.294,4631750,5144160
96021,39.9006,-122.45,4513290,4811380
96022,40.3336,-122.51,4672820,4804030
96023,41.9191,-122.066,5247880,4961050
96024,40.5993,-122.869,4776360,4709720
96025,41.223,-122.332,4996130,4873220
96027,41.3976,-122.95,5070730,4705880
96028,41.0566,-121.518,4922680,5095710
96031,41.1941,-123.167,4999950,4640940
96032,41.6251,-122.902,5153520,4724360
96033,40.7143,-122.593,4813740,4789310
96034,41.4531,-122.665,5086160,4785950
96035,40.0325,-122.192,4557250,4887060
96038,41.5888,-122.537,5133890,4824310
96039,41.8387,-123.412,5241350,4589210
96040,40.7942,-121.42,4824970,5118370
96041,40.5155,-123.135,4750440,4633410
96044,41.9519,-122.53,5267330,4834420
96046,40.6406,-123.495,4803140,4535930
96047,40.4629,-122.712,4723620,4750280
96048,40.8115,-123.045,4857310,4665540
96050,41.8755,-122.908,5245690,4728800
96051,40.9882,-122.361,4910340,4859900
96052,40.8558,-122.838,4869840,4724220
96054,41.3093,-120.985,5008420,5248210
96055,40.0645,-122.079,4567150,4919540
96056,40.9806,-121.124,4889150,5204120
96057,41.25,-121.997,5000760,4966460
96058,41.7981,-121.85,5200050,5018070
96059,40.4147,-121.928,4693160,4969050
96061,40.3543,-121.519,4664970,5082450
96062,40.5724,-122.095,4753560,4925390
96063,40.3303,-121.399,4654490,5115800
96064,41.7437,-122.329,5187430,4885130
96065,40.9666,-122.007,4896820,4958100
96067,41.3447,-122.32,5040630,4878910
96069,40.7176,-121.955,4804670,4967530
96071,40.5834,-121.469,4748280,5100780
96073,40.5712,-122.23,4755270,4887590
96075,40.3639,-121.8,4672600,5003810
96076,40.4019,-122.964,4705700,4678500
96080,40.1709,-122.395,4611330,4832930
96085,41.7726,-122.98,5209130,4706390
96086,41.8461,-123.258,5241170,4631790
96087,40.6074,-122.5,4772970,4812870
96088,40.5154,-121.827,4728570,4999230
96091,41.1073,-122.688,4959530,4771840
96093,40.7431,-122.954,4830590,4689380
96094,41.4482,-122.454,5080860,4844240
96096,40.6431,-121.847,4775680,4996050
96097,41.758,-122.662,5198170,4793810
96101,41.4958,-120.484,5071040,5389780
96103,39.8006,-120.69,4451190,5306310
96104,41.3965,-120.119,5030550,5489540
96105,39.8083,-120.214,4448590,5441070
96106,39.7354,-120.531,4425450,5350250
96107,38.323,-119.404,3897240,5653450
96108,41.8165,-120.772,5192520,5315320
96109,39.9526,-120.093,4500150,5477050
96111,39.4056,-120.044,4299290,5483810
96112,41.9019,-120.105,5216490,5500210
96113,40.2449,-120.169,4608160,5459720
96114,40.1732,-120.577,4586360,5344120
96115,41.6952,-120.131,5140630,5490380
96116,41.263,-120.513,4985810,5378510
96117,40.4355,-120.358,4680110,5409390
96118,39.6769,-120.168,4399960,5452130
96119,41.0973,-120.517,4924910,5374720
96120,38.6929,-119.839,4036490,5533010
96121,40.1709,-120.382,4583340,5398840
96122,39.9074,-120.376,4486690,5396590
96123,40.9606,-120.175,4870900,5467870
96124,39.595,-120.508,4373720,5354850
96125,39.562,-120.673,4363600,5307410
96126,39.5668,-120.216,4360170,5437090
96128,40.3515,-120.389,4649620,5399400
96129,39.7802,-120.399,4440320,5388340
96130,40.5369,-120.634,4720420,5333590
96132,40.8918,-120.557,4849860,5360620
96133,38.6128,-119.548,4004450,5615290
96134,41.7814,-121.495,5188770,5115670
96136,40.3729,-120.275,4656230,5431750
96137,40.2835,-121.084,4633080,5203390
96140,39.2371,-120.103,4238240,5464680
96141,39.0633,-120.22,4175910,5429040
96142,39.0581,-120.162,4173370,5445450
96143,39.2769,-120.036,4252130,5484180
96145,39.1459,-120.144,4205300,5451770
96146,39.1942,-120.221,4223820,5430380
96148,39.2472,-120.057,4241480,5477760
96150,38.9137,-120.037,4119250,5479040
96161,39.3312,-120.194,4273680,5440010
96162,39.3141,-120.342,4269010,5397860
